year,origin_location_code,asylum_location_code,gender,population
2001,AFG,ARE,all,44
2001,AFG,ARE,f,12
2001,AFG,ARE,m,32
2001,AFG,AUS,all,6714
2001,AFG,AUS,f,0
2001,AFG,AUS,m,0
2001,AFG,AUT,all,1049
2001,AFG,AUT,f,0
2001,AFG,AUT,m,0
2001,AFG,AZE,all,2348
2001,AFG,AZE,f,668
2001,AFG,AZE,m,1680
2001,AFG,BEL,all,357
2001,AFG,BEL,f,144
2001,AFG,BEL,m,213
2001,AFG,BGR,all,2188
2001,AFG,BGR,f,300
2001,AFG,BGR,m,946
2001,AFG,BLR,all,1334
2001,AFG,BLR,f,526
2001,AFG,BLR,m,808
2001,AFG,BRA,all,5
2001,AFG,BRA,f,0
2001,AFG,BRA,m,0
2001,AFG,CAN,all,11777
2001,AFG,CAN,f,0
2001,AFG,CAN,m,0
2001,AFG,CHE,all,2852
2001,AFG,CHE,f,1085
2001,AFG,CHE,m,1767
2001,AFG,CHL,all,10
2001,AFG,CHL,f,0
2001,AFG,CHL,m,10
2001,AFG,CIV,all,22
2001,AFG,CIV,f,12
2001,AFG,CIV,m,10
2001,AFG,CUB,all,52
2001,AFG,CUB,f,16
2001,AFG,CUB,m,36
2001,AFG,CYP,all,16
2001,AFG,CYP,f,0
2001,AFG,CYP,m,10
2001,AFG,CZE,all,332
2001,AFG,CZE,f,0
2001,AFG,CZE,m,0
2001,AFG,DEU,all,10057
2001,AFG,DEU,f,0
2001,AFG,DEU,m,0
2001,AFG,DNK,all,5635
2001,AFG,DNK,f,0
2001,AFG,DNK,m,0
2001,AFG,ECU,all,28
2001,AFG,ECU,f,0
2001,AFG,ECU,m,0
2001,AFG,EGY,all,153
2001,AFG,EGY,f,33
2001,AFG,EGY,m,120
2001,AFG,ESP,all,145
2001,AFG,ESP,f,0
2001,AFG,ESP,m,0
2001,AFG,EST,all,12
2001,AFG,EST,f,12
2001,AFG,EST,m,0
2001,AFG,ETH,all,10
2001,AFG,ETH,f,10
2001,AFG,ETH,m,0
2001,AFG,FIN,all,661
2001,AFG,FIN,f,0
2001,AFG,FIN,m,0
2001,AFG,FRA,all,1284
2001,AFG,FRA,f,578
2001,AFG,FRA,m,706
2001,AFG,GBR,all,15065
2001,AFG,GBR,f,0
2001,AFG,GBR,m,0
2001,AFG,GEO,all,10
2001,AFG,GEO,f,0
2001,AFG,GEO,m,10
2001,AFG,GRC,all,1751
2001,AFG,GRC,f,0
2001,AFG,GRC,m,0
2001,AFG,HKG,all,10
2001,AFG,HKG,f,0
2001,AFG,HKG,m,10
2001,AFG,HUN,all,1686
2001,AFG,HUN,f,0
2001,AFG,HUN,m,0
2001,AFG,IDN,all,982
2001,AFG,IDN,f,166
2001,AFG,IDN,m,816
2001,AFG,IND,all,23944
2001,AFG,IND,f,12394
2001,AFG,IND,m,11550
2001,AFG,IRL,all,41
2001,AFG,IRL,f,0
2001,AFG,IRL,m,0
2001,AFG,IRN,all,2964000
2001,AFG,IRN,f,1139066
2001,AFG,IRN,m,1824934
2001,AFG,ITA,all,149
2001,AFG,ITA,f,0
2001,AFG,ITA,m,0
2001,AFG,JPN,all,129
2001,AFG,JPN,f,20
2001,AFG,JPN,m,109
2001,AFG,KAZ,all,2363
2001,AFG,KAZ,f,0
2001,AFG,KAZ,m,0
2001,AFG,KGZ,all,1844
2001,AFG,KGZ,f,934
2001,AFG,KGZ,m,910
2001,AFG,KHM,all,34
2001,AFG,KHM,f,10
2001,AFG,KHM,m,24
2001,AFG,KWT,all,148
2001,AFG,KWT,f,66
2001,AFG,KWT,m,82
2001,AFG,LBN,all,96
2001,AFG,LBN,f,28
2001,AFG,LBN,m,68
2001,AFG,LKA,all,26
2001,AFG,LKA,f,12
2001,AFG,LKA,m,14
2001,AFG,LTU,all,119
2001,AFG,LTU,f,10
2001,AFG,LTU,m,106
2001,AFG,MAR,all,8
2001,AFG,MAR,f,0
2001,AFG,MAR,m,0
2001,AFG,MDA,all,28
2001,AFG,MDA,f,0
2001,AFG,MDA,m,28
2001,AFG,MEX,all,18
2001,AFG,MEX,f,0
2001,AFG,MEX,m,18
2001,AFG,MLT,all,8
2001,AFG,MLT,f,0
2001,AFG,MLT,m,0
2001,AFG,MYS,all,154
2001,AFG,MYS,f,60
2001,AFG,MYS,m,94
2001,AFG,NLD,all,33918
2001,AFG,NLD,f,0
2001,AFG,NLD,m,0
2001,AFG,NOR,all,1799
2001,AFG,NOR,f,0
2001,AFG,NOR,m,0
2001,AFG,NZL,all,434
2001,AFG,NZL,f,0
2001,AFG,NZL,m,0
2001,AFG,OMN,all,32
2001,AFG,OMN,f,0
2001,AFG,OMN,m,32
2001,AFG,PAK,all,3018068
2001,AFG,PAK,f,1598176
2001,AFG,PAK,m,1419892
2001,AFG,POL,all,64
2001,AFG,POL,f,0
2001,AFG,POL,m,0
2001,AFG,PRT,all,5
2001,AFG,PRT,f,0
2001,AFG,PRT,m,0
2001,AFG,QAT,all,80
2001,AFG,QAT,f,0
2001,AFG,QAT,m,80
2001,AFG,ROU,all,295
2001,AFG,ROU,f,136
2001,AFG,ROU,m,142
2001,AFG,RUS,all,101160
2001,AFG,RUS,f,0
2001,AFG,RUS,m,0
2001,AFG,SAU,all,384
2001,AFG,SAU,f,154
2001,AFG,SAU,m,230
2001,AFG,SRB,all,39
2001,AFG,SRB,f,0
2001,AFG,SRB,m,0
2001,AFG,SVK,all,1791
2001,AFG,SVK,f,0
2001,AFG,SVK,m,0
2001,AFG,SVN,all,8
2001,AFG,SVN,f,0
2001,AFG,SVN,m,8
2001,AFG,SWE,all,2732
2001,AFG,SWE,f,0
2001,AFG,SWE,m,0
2001,AFG,SYR,all,814
2001,AFG,SYR,f,374
2001,AFG,SYR,m,440
2001,AFG,THA,all,38
2001,AFG,THA,f,10
2001,AFG,THA,m,28
2001,AFG,TJK,all,19516
2001,AFG,TJK,f,7856
2001,AFG,TJK,m,11660
2001,AFG,TKM,all,1604
2001,AFG,TKM,f,683
2001,AFG,TKM,m,921
2001,AFG,TUR,all,826
2001,AFG,TUR,f,358
2001,AFG,TUR,m,468
2001,AFG,UKR,all,3318
2001,AFG,UKR,f,930
2001,AFG,UKR,m,2388
2001,AFG,USA,all,7756
2001,AFG,USA,f,0
2001,AFG,USA,m,0
2001,AFG,UZB,all,10885
2001,AFG,UZB,f,3516
2001,AFG,UZB,m,4254
2001,AFG,ZAF,all,15
2001,AFG,ZAF,f,0
2001,AFG,ZAF,m,0
2001,AFG,ZWE,all,164
2001,AFG,ZWE,f,52
2001,AFG,ZWE,m,112
2001,IRN,AFG,all,10
2001,IRN,AFG,f,0
2001,IRN,AFG,m,10
2001,IRQ,AFG,all,10
2001,IRQ,AFG,f,10
2001,IRQ,AFG,m,0
2002,AFG,ARE,all,44
2002,AFG,ARE,f,12
2002,AFG,ARE,m,32
2002,AFG,AUS,all,7071
2002,AFG,AUS,f,0
2002,AFG,AUS,m,0
2002,AFG,AUT,all,1270
2002,AFG,AUT,f,0
2002,AFG,AUT,m,0
2002,AFG,AZE,all,2352
2002,AFG,AZE,f,630
2002,AFG,AZE,m,1722
2002,AFG,BEL,all,248
2002,AFG,BEL,f,0
2002,AFG,BEL,m,0
2002,AFG,BGR,all,2090
2002,AFG,BGR,f,50
2002,AFG,BGR,m,664
2002,AFG,BLR,all,1286
2002,AFG,BLR,f,482
2002,AFG,BLR,m,804
2002,AFG,BRA,all,24
2002,AFG,BRA,f,0
2002,AFG,BRA,m,0
2002,AFG,CAN,all,13262
2002,AFG,CAN,f,0
2002,AFG,CAN,m,0
2002,AFG,CHE,all,2339
2002,AFG,CHE,f,893
2002,AFG,CHE,m,1446
2002,AFG,CHL,all,10
2002,AFG,CHL,f,0
2002,AFG,CHL,m,10
2002,AFG,CHN,all,16
2002,AFG,CHN,f,0
2002,AFG,CHN,m,16
2002,AFG,CIV,all,22
2002,AFG,CIV,f,12
2002,AFG,CIV,m,10
2002,AFG,CUB,all,48
2002,AFG,CUB,f,16
2002,AFG,CUB,m,32
2002,AFG,CYP,all,24
2002,AFG,CYP,f,0
2002,AFG,CYP,m,10
2002,AFG,CZE,all,263
2002,AFG,CZE,f,0
2002,AFG,CZE,m,0
2002,AFG,DEU,all,64363
2002,AFG,DEU,f,0
2002,AFG,DEU,m,0
2002,AFG,DNK,all,7203
2002,AFG,DNK,f,0
2002,AFG,DNK,m,0
2002,AFG,ECU,all,29
2002,AFG,ECU,f,0
2002,AFG,ECU,m,0
2002,AFG,EGY,all,86
2002,AFG,EGY,f,16
2002,AFG,EGY,m,70
2002,AFG,ESP,all,145
2002,AFG,ESP,f,0
2002,AFG,ESP,m,0
2002,AFG,EST,all,12
2002,AFG,EST,f,12
2002,AFG,EST,m,0
2002,AFG,ETH,all,10
2002,AFG,ETH,f,10
2002,AFG,ETH,m,0
2002,AFG,FIN,all,932
2002,AFG,FIN,f,0
2002,AFG,FIN,m,0
2002,AFG,FRA,all,1256
2002,AFG,FRA,f,572
2002,AFG,FRA,m,684
2002,AFG,GBR,all,20305
2002,AFG,GBR,f,0
2002,AFG,GBR,m,0
2002,AFG,GEO,all,10
2002,AFG,GEO,f,0
2002,AFG,GEO,m,10
2002,AFG,GRC,all,772
2002,AFG,GRC,f,44
2002,AFG,GRC,m,728
2002,AFG,HKG,all,10
2002,AFG,HKG,f,0
2002,AFG,HKG,m,10
2002,AFG,HRV,all,10
2002,AFG,HRV,f,0
2002,AFG,HRV,m,10
2002,AFG,HUN,all,1571
2002,AFG,HUN,f,0
2002,AFG,HUN,m,0
2002,AFG,IDN,all,390
2002,AFG,IDN,f,136
2002,AFG,IDN,m,254
2002,AFG,IND,all,22742
2002,AFG,IND,f,11894
2002,AFG,IND,m,10848
2002,AFG,IRL,all,41
2002,AFG,IRL,f,0
2002,AFG,IRL,m,0
2002,AFG,IRN,all,1104909
2002,AFG,IRN,f,0
2002,AFG,IRN,m,0
2002,AFG,ITA,all,183
2002,AFG,ITA,f,0
2002,AFG,ITA,m,0
2002,AFG,JOR,all,12
2002,AFG,JOR,f,12
2002,AFG,JOR,m,0
2002,AFG,JPN,all,111
2002,AFG,JPN,f,11
2002,AFG,JPN,m,100
2002,AFG,KAZ,all,2250
2002,AFG,KAZ,f,675
2002,AFG,KAZ,m,1575
2002,AFG,KGZ,all,1742
2002,AFG,KGZ,f,826
2002,AFG,KGZ,m,916
2002,AFG,KHM,all,30
2002,AFG,KHM,f,10
2002,AFG,KHM,m,20
2002,AFG,KWT,all,226
2002,AFG,KWT,f,100
2002,AFG,KWT,m,126
2002,AFG,LBN,all,94
2002,AFG,LBN,f,28
2002,AFG,LBN,m,66
2002,AFG,LKA,all,26
2002,AFG,LKA,f,12
2002,AFG,LKA,m,14
2002,AFG,LTU,all,152
2002,AFG,LTU,f,62
2002,AFG,LTU,m,90
2002,AFG,MAR,all,8
2002,AFG,MAR,f,0
2002,AFG,MAR,m,0
2002,AFG,MDA,all,24
2002,AFG,MDA,f,0
2002,AFG,MDA,m,24
2002,AFG,MEX,all,14
2002,AFG,MEX,f,0
2002,AFG,MEX,m,14
2002,AFG,MLT,all,8
2002,AFG,MLT,f,0
2002,AFG,MLT,m,0
2002,AFG,MYS,all,72
2002,AFG,MYS,f,28
2002,AFG,MYS,m,44
2002,AFG,NLD,all,31707
2002,AFG,NLD,f,0
2002,AFG,NLD,m,0
2002,AFG,NOR,all,2284
2002,AFG,NOR,f,0
2002,AFG,NOR,m,0
2002,AFG,NZL,all,562
2002,AFG,NZL,f,0
2002,AFG,NZL,m,0
2002,AFG,OMN,all,32
2002,AFG,OMN,f,0
2002,AFG,OMN,m,32
2002,AFG,PAK,all,2453138
2002,AFG,PAK,f,1299032
2002,AFG,PAK,m,1154106
2002,AFG,POL,all,317
2002,AFG,POL,f,0
2002,AFG,POL,m,0
2002,AFG,PRT,all,5
2002,AFG,PRT,f,0
2002,AFG,PRT,m,0
2002,AFG,QAT,all,80
2002,AFG,QAT,f,0
2002,AFG,QAT,m,80
2002,AFG,ROU,all,295
2002,AFG,ROU,f,0
2002,AFG,ROU,m,0
2002,AFG,RUS,all,102034
2002,AFG,RUS,f,0
2002,AFG,RUS,m,0
2002,AFG,SAU,all,238
2002,AFG,SAU,f,124
2002,AFG,SAU,m,114
2002,AFG,SRB,all,20
2002,AFG,SRB,f,0
2002,AFG,SRB,m,0
2002,AFG,SVK,all,735
2002,AFG,SVK,f,0
2002,AFG,SVK,m,0
2002,AFG,SWE,all,3713
2002,AFG,SWE,f,0
2002,AFG,SWE,m,0
2002,AFG,SYR,all,856
2002,AFG,SYR,f,402
2002,AFG,SYR,m,454
2002,AFG,THA,all,28
2002,AFG,THA,f,10
2002,AFG,THA,m,18
2002,AFG,TJK,all,3800
2002,AFG,TJK,f,2007
2002,AFG,TJK,m,1793
2002,AFG,TKM,all,2526
2002,AFG,TKM,f,1112
2002,AFG,TKM,m,1414
2002,AFG,TUR,all,206
2002,AFG,TUR,f,98
2002,AFG,TUR,m,108
2002,AFG,UKR,all,3144
2002,AFG,UKR,f,866
2002,AFG,UKR,m,2278
2002,AFG,USA,all,9227
2002,AFG,USA,f,0
2002,AFG,USA,m,0
2002,AFG,UZB,all,7342
2002,AFG,UZB,f,3406
2002,AFG,UZB,m,3936
2002,AFG,ZAF,all,22
2002,AFG,ZAF,f,0
2002,AFG,ZAF,m,0
2002,AFG,ZWE,all,164
2002,AFG,ZWE,f,52
2002,AFG,ZWE,m,112
2002,IRN,AFG,all,12
2002,IRN,AFG,f,0
2002,IRN,AFG,m,0
2002,IRQ,AFG,all,6
2002,IRQ,AFG,f,0
2002,IRQ,AFG,m,0
2003,AFG,ARE,all,12
2003,AFG,ARE,f,12
2003,AFG,ARE,m,0
2003,AFG,AUS,all,7619
2003,AFG,AUS,f,0
2003,AFG,AUS,m,0
2003,AFG,AUT,all,1595
2003,AFG,AUT,f,0
2003,AFG,AUT,m,0
2003,AFG,AZE,all,2192
2003,AFG,AZE,f,550
2003,AFG,AZE,m,1642
2003,AFG,BEL,all,913
2003,AFG,BEL,f,0
2003,AFG,BEL,m,0
2003,AFG,BGR,all,2161
2003,AFG,BGR,f,16
2003,AFG,BGR,m,648
2003,AFG,BLR,all,1214
2003,AFG,BLR,f,472
2003,AFG,BLR,m,742
2003,AFG,BRA,all,11
2003,AFG,BRA,f,0
2003,AFG,BRA,m,0
2003,AFG,CAN,all,14791
2003,AFG,CAN,f,0
2003,AFG,CAN,m,0
2003,AFG,CHE,all,1788
2003,AFG,CHE,f,455
2003,AFG,CHE,m,521
2003,AFG,CHL,all,17
2003,AFG,CHL,f,0
2003,AFG,CHL,m,0
2003,AFG,CHN,all,16
2003,AFG,CHN,f,0
2003,AFG,CHN,m,16
2003,AFG,CIV,all,20
2003,AFG,CIV,f,0
2003,AFG,CIV,m,14
2003,AFG,CUB,all,46
2003,AFG,CUB,f,16
2003,AFG,CUB,m,30
2003,AFG,CYP,all,73
2003,AFG,CYP,f,0
2003,AFG,CYP,m,10
2003,AFG,CZE,all,263
2003,AFG,CZE,f,0
2003,AFG,CZE,m,0
2003,AFG,DEU,all,49504
2003,AFG,DEU,f,0
2003,AFG,DEU,m,0
2003,AFG,DNK,all,6668
2003,AFG,DNK,f,0
2003,AFG,DNK,m,0
2003,AFG,ECU,all,34
2003,AFG,ECU,f,0
2003,AFG,ECU,m,0
2003,AFG,EGY,all,70
2003,AFG,EGY,f,10
2003,AFG,EGY,m,60
2003,AFG,ESP,all,94
2003,AFG,ESP,f,0
2003,AFG,ESP,m,0
2003,AFG,EST,all,12
2003,AFG,EST,f,0
2003,AFG,EST,m,12
2003,AFG,ETH,all,10
2003,AFG,ETH,f,10
2003,AFG,ETH,m,0
2003,AFG,FIN,all,1101
2003,AFG,FIN,f,0
2003,AFG,FIN,m,0
2003,AFG,FRA,all,1167
2003,AFG,FRA,f,527
2003,AFG,FRA,m,640
2003,AFG,GBR,all,21718
2003,AFG,GBR,f,0
2003,AFG,GBR,m,0
2003,AFG,GEO,all,10
2003,AFG,GEO,f,0
2003,AFG,GEO,m,10
2003,AFG,GRC,all,904
2003,AFG,GRC,f,28
2003,AFG,GRC,m,876
2003,AFG,HKG,all,10
2003,AFG,HKG,f,0
2003,AFG,HKG,m,10
2003,AFG,HUN,all,1791
2003,AFG,HUN,f,0
2003,AFG,HUN,m,0
2003,AFG,IDN,all,168
2003,AFG,IDN,f,78
2003,AFG,IDN,m,90
2003,AFG,IND,all,20566
2003,AFG,IND,f,10966
2003,AFG,IND,m,9600
2003,AFG,IRL,all,58
2003,AFG,IRL,f,0
2003,AFG,IRL,m,0
2003,AFG,IRN,all,1658522
2003,AFG,IRN,f,630242
2003,AFG,IRN,m,1028280
2003,AFG,ITA,all,186
2003,AFG,ITA,f,0
2003,AFG,ITA,m,0
2003,AFG,JPN,all,81
2003,AFG,JPN,f,5
2003,AFG,JPN,m,56
2003,AFG,KAZ,all,1314
2003,AFG,KAZ,f,550
2003,AFG,KAZ,m,764
2003,AFG,KGZ,all,757
2003,AFG,KGZ,f,0
2003,AFG,KGZ,m,0
2003,AFG,KHM,all,26
2003,AFG,KHM,f,10
2003,AFG,KHM,m,16
2003,AFG,KWT,all,228
2003,AFG,KWT,f,100
2003,AFG,KWT,m,128
2003,AFG,LBN,all,98
2003,AFG,LBN,f,34
2003,AFG,LBN,m,64
2003,AFG,LKA,all,34
2003,AFG,LKA,f,20
2003,AFG,LKA,m,14
2003,AFG,LTU,all,105
2003,AFG,LTU,f,0
2003,AFG,LTU,m,0
2003,AFG,MAR,all,8
2003,AFG,MAR,f,0
2003,AFG,MAR,m,0
2003,AFG,MDA,all,20
2003,AFG,MDA,f,0
2003,AFG,MDA,m,20
2003,AFG,MLT,all,8
2003,AFG,MLT,f,0
2003,AFG,MLT,m,0
2003,AFG,MYS,all,36
2003,AFG,MYS,f,12
2003,AFG,MYS,m,24
2003,AFG,NLD,all,30145
2003,AFG,NLD,f,0
2003,AFG,NLD,m,0
2003,AFG,NOR,all,3309
2003,AFG,NOR,f,0
2003,AFG,NOR,m,0
2003,AFG,NZL,all,629
2003,AFG,NZL,f,0
2003,AFG,NZL,m,0
2003,AFG,OMN,all,32
2003,AFG,OMN,f,0
2003,AFG,OMN,m,32
2003,AFG,PAK,all,2247294
2003,AFG,PAK,f,1190168
2003,AFG,PAK,m,1057126
2003,AFG,POL,all,180
2003,AFG,POL,f,28
2003,AFG,POL,m,152
2003,AFG,PRT,all,5
2003,AFG,PRT,f,0
2003,AFG,PRT,m,0
2003,AFG,QAT,all,80
2003,AFG,QAT,f,0
2003,AFG,QAT,m,80
2003,AFG,ROU,all,303
2003,AFG,ROU,f,0
2003,AFG,ROU,m,0
2003,AFG,RUS,all,101775
2003,AFG,RUS,f,0
2003,AFG,RUS,m,0
2003,AFG,SAU,all,244
2003,AFG,SAU,f,126
2003,AFG,SAU,m,118
2003,AFG,SRB,all,7
2003,AFG,SRB,f,0
2003,AFG,SRB,m,0
2003,AFG,SVK,all,634
2003,AFG,SVK,f,0
2003,AFG,SVK,m,0
2003,AFG,SWE,all,4302
2003,AFG,SWE,f,0
2003,AFG,SWE,m,0
2003,AFG,SYR,all,850
2003,AFG,SYR,f,402
2003,AFG,SYR,m,448
2003,AFG,TCD,all,14
2003,AFG,TCD,f,0
2003,AFG,TCD,m,0
2003,AFG,THA,all,24
2003,AFG,THA,f,10
2003,AFG,THA,m,14
2003,AFG,TJK,all,3737
2003,AFG,TJK,f,1817
2003,AFG,TJK,m,1503
2003,AFG,TKM,all,2448
2003,AFG,TKM,f,1096
2003,AFG,TKM,m,1352
2003,AFG,TUR,all,254
2003,AFG,TUR,f,126
2003,AFG,TUR,m,128
2003,AFG,UKR,all,3284
2003,AFG,UKR,f,888
2003,AFG,UKR,m,2396
2003,AFG,USA,all,9821
2003,AFG,USA,f,0
2003,AFG,USA,m,0
2003,AFG,UZB,all,6738
2003,AFG,UZB,f,3090
2003,AFG,UZB,m,3648
2003,AFG,ZAF,all,37
2003,AFG,ZAF,f,0
2003,AFG,ZAF,m,0
2003,AFG,ZWE,all,164
2003,AFG,ZWE,f,52
2003,AFG,ZWE,m,112
2003,CHN,AFG,all,5
2003,CHN,AFG,f,5
2003,CHN,AFG,m,0
2003,IRN,AFG,all,60
2003,IRN,AFG,f,18
2003,IRN,AFG,m,42
2003,IRQ,AFG,all,30
2003,IRQ,AFG,f,6
2003,IRQ,AFG,m,24
2004,AFG,AUS,all,8326
2004,AFG,AUS,f,0
2004,AFG,AUS,m,0
2004,AFG,AUT,all,2482
2004,AFG,AUT,f,0
2004,AFG,AUT,m,0
2004,AFG,AZE,all,1656
2004,AFG,AZE,f,420
2004,AFG,AZE,m,1236
2004,AFG,BEL,all,620
2004,AFG,BEL,f,0
2004,AFG,BEL,m,0
2004,AFG,BGR,all,2333
2004,AFG,BGR,f,0
2004,AFG,BGR,m,0
2004,AFG,BLR,all,1138
2004,AFG,BLR,f,462
2004,AFG,BLR,m,676
2004,AFG,BRA,all,22
2004,AFG,BRA,f,10
2004,AFG,BRA,m,12
2004,AFG,CAN,all,15395
2004,AFG,CAN,f,0
2004,AFG,CAN,m,0
2004,AFG,CHE,all,2472
2004,AFG,CHE,f,999
2004,AFG,CHE,m,1473
2004,AFG,CHL,all,30
2004,AFG,CHL,f,10
2004,AFG,CHL,m,20
2004,AFG,CHN,all,14
2004,AFG,CHN,f,0
2004,AFG,CHN,m,14
2004,AFG,CIV,all,19
2004,AFG,CIV,f,0
2004,AFG,CIV,m,14
2004,AFG,CUB,all,34
2004,AFG,CUB,f,10
2004,AFG,CUB,m,24
2004,AFG,CYP,all,144
2004,AFG,CYP,f,0
2004,AFG,CYP,m,18
2004,AFG,CZE,all,259
2004,AFG,CZE,f,0
2004,AFG,CZE,m,0
2004,AFG,DEU,all,39081
2004,AFG,DEU,f,0
2004,AFG,DEU,m,0
2004,AFG,DNK,all,6596
2004,AFG,DNK,f,0
2004,AFG,DNK,m,0
2004,AFG,ECU,all,29
2004,AFG,ECU,f,0
2004,AFG,ECU,m,0
2004,AFG,EGY,all,70
2004,AFG,EGY,f,10
2004,AFG,EGY,m,60
2004,AFG,ESP,all,88
2004,AFG,ESP,f,0
2004,AFG,ESP,m,0
2004,AFG,EST,all,12
2004,AFG,EST,f,0
2004,AFG,EST,m,12
2004,AFG,ETH,all,10
2004,AFG,ETH,f,10
2004,AFG,ETH,m,0
2004,AFG,FIN,all,1342
2004,AFG,FIN,f,0
2004,AFG,FIN,m,0
2004,AFG,FRA,all,1220
2004,AFG,FRA,f,0
2004,AFG,FRA,m,0
2004,AFG,GBR,all,22494
2004,AFG,GBR,f,0
2004,AFG,GBR,m,0
2004,AFG,GEO,all,5
2004,AFG,GEO,f,0
2004,AFG,GEO,m,0
2004,AFG,GRC,all,1100
2004,AFG,GRC,f,64
2004,AFG,GRC,m,1036
2004,AFG,HKG,all,5
2004,AFG,HKG,f,0
2004,AFG,HKG,m,0
2004,AFG,HUN,all,2502
2004,AFG,HUN,f,0
2004,AFG,HUN,m,0
2004,AFG,IDN,all,115
2004,AFG,IDN,f,34
2004,AFG,IDN,m,72
2004,AFG,IND,all,19522
2004,AFG,IND,f,10514
2004,AFG,IND,m,9008
2004,AFG,IRL,all,153
2004,AFG,IRL,f,0
2004,AFG,IRL,m,0
2004,AFG,IRN,all,1905652
2004,AFG,IRN,f,841814
2004,AFG,IRN,m,1063838
2004,AFG,ISL,all,5
2004,AFG,ISL,f,0
2004,AFG,ISL,m,0
2004,AFG,ITA,all,242
2004,AFG,ITA,f,0
2004,AFG,ITA,m,0
2004,AFG,JPN,all,90
2004,AFG,JPN,f,5
2004,AFG,JPN,m,56
2004,AFG,KAZ,all,1340
2004,AFG,KAZ,f,566
2004,AFG,KAZ,m,774
2004,AFG,KGZ,all,772
2004,AFG,KGZ,f,324
2004,AFG,KGZ,m,448
2004,AFG,KHM,all,14
2004,AFG,KHM,f,0
2004,AFG,KHM,m,14
2004,AFG,KWT,all,230
2004,AFG,KWT,f,106
2004,AFG,KWT,m,124
2004,AFG,LBN,all,62
2004,AFG,LBN,f,20
2004,AFG,LBN,m,42
2004,AFG,LKA,all,30
2004,AFG,LKA,f,14
2004,AFG,LKA,m,16
2004,AFG,LTU,all,99
2004,AFG,LTU,f,0
2004,AFG,LTU,m,0
2004,AFG,MDA,all,20
2004,AFG,MDA,f,0
2004,AFG,MDA,m,20
2004,AFG,MLT,all,8
2004,AFG,MLT,f,0
2004,AFG,MLT,m,0
2004,AFG,MYS,all,53
2004,AFG,MYS,f,14
2004,AFG,MYS,m,38
2004,AFG,NLD,all,28695
2004,AFG,NLD,f,0
2004,AFG,NLD,m,0
2004,AFG,NOR,all,3693
2004,AFG,NOR,f,0
2004,AFG,NOR,m,0
2004,AFG,NZL,all,1148
2004,AFG,NZL,f,0
2004,AFG,NZL,m,0
2004,AFG,OMN,all,32
2004,AFG,OMN,f,0
2004,AFG,OMN,m,32
2004,AFG,PAK,all,1920082
2004,AFG,PAK,f,1016950
2004,AFG,PAK,m,903132
2004,AFG,POL,all,107
2004,AFG,POL,f,0
2004,AFG,POL,m,0
2004,AFG,PRT,all,5
2004,AFG,PRT,f,0
2004,AFG,PRT,m,0
2004,AFG,QAT,all,80
2004,AFG,QAT,f,0
2004,AFG,QAT,m,80
2004,AFG,ROU,all,280
2004,AFG,ROU,f,18
2004,AFG,ROU,m,18
2004,AFG,RUS,all,101741
2004,AFG,RUS,f,0
2004,AFG,RUS,m,0
2004,AFG,SAU,all,16
2004,AFG,SAU,f,0
2004,AFG,SAU,m,16
2004,AFG,SVK,all,476
2004,AFG,SVK,f,0
2004,AFG,SVK,m,0
2004,AFG,SWE,all,5075
2004,AFG,SWE,f,0
2004,AFG,SWE,m,0
2004,AFG,SYR,all,828
2004,AFG,SYR,f,390
2004,AFG,SYR,m,438
2004,AFG,THA,all,10
2004,AFG,THA,f,0
2004,AFG,THA,m,10
2004,AFG,TJK,all,1816
2004,AFG,TJK,f,0
2004,AFG,TJK,m,0
2004,AFG,TKM,all,2060
2004,AFG,TKM,f,958
2004,AFG,TKM,m,1102
2004,AFG,TUR,all,788
2004,AFG,TUR,f,372
2004,AFG,TUR,m,416
2004,AFG,UKR,all,2580
2004,AFG,UKR,f,754
2004,AFG,UKR,m,1826
2004,AFG,USA,all,9923
2004,AFG,USA,f,0
2004,AFG,USA,m,0
2004,AFG,UZB,all,5664
2004,AFG,UZB,f,2572
2004,AFG,UZB,m,2892
2004,AFG,ZAF,all,37
2004,AFG,ZAF,f,0
2004,AFG,ZAF,m,0
2004,AFG,ZWE,all,44
2004,AFG,ZWE,f,14
2004,AFG,ZWE,m,30
2004,IRN,AFG,all,54
2004,IRN,AFG,f,5
2004,IRN,AFG,m,34
2004,IRQ,AFG,all,5
2004,IRQ,AFG,f,0
2004,IRQ,AFG,m,0
2005,AFG,AUS,all,8112
2005,AFG,AUS,f,0
2005,AFG,AUS,m,0
2005,AFG,AUT,all,2991
2005,AFG,AUT,f,0
2005,AFG,AUT,m,0
2005,AFG,AZE,all,772
2005,AFG,AZE,f,232
2005,AFG,AZE,m,540
2005,AFG,BEL,all,487
2005,AFG,BEL,f,0
2005,AFG,BEL,m,0
2005,AFG,BGR,all,2320
2005,AFG,BGR,f,0
2005,AFG,BGR,m,770
2005,AFG,BLR,all,1092
2005,AFG,BLR,f,442
2005,AFG,BLR,m,650
2005,AFG,BRA,all,18
2005,AFG,BRA,f,0
2005,AFG,BRA,m,0
2005,AFG,CAN,all,15759
2005,AFG,CAN,f,174
2005,AFG,CAN,m,274
2005,AFG,CHE,all,2258
2005,AFG,CHE,f,960
2005,AFG,CHE,m,1298
2005,AFG,CHL,all,32
2005,AFG,CHL,f,10
2005,AFG,CHL,m,22
2005,AFG,CHN,all,14
