YEAR;MONTH;DAY;FATALITIES;CENTROID_LATITUDE;CENTROID_LONGITUDE
2019;9;14;[6, 4, 18, 17, 24, 18, 154, 1, 11, 4, 0, 14, 0, 0, 0, 9, 15, 80, 4, 6, 0, 7, 0, 9, 17, 8, 3];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,9925', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '67,7275', '69,6309', '66,0076', '68,16', '67,0193']
2019;9;21;[2, 0, 1, 19, 0, 0, 0, 39, 68, 6, 70, 4, 7, 0, 18, 3, 0, 5, 31, 0, 13, 41, 11, 11, 0, 16, 0, 25, 0, 48, 44, 55];['36,966', '35,2572', '35,79', '36,5288', '34,6954', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,0024', '35,9925', '35,7152', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '67,3383', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '68,758', '67,7275', '66,088', '66,0076', '68,16', '67,0193']
2019;9;28;[0, 2, 8, 28, 2, 21, 0, 106, 134, 5, 43, 71, 0, 0, 4, 22, 8, 4, 20, 1, 9, 58, 0, 0, 0, 10, 0, 0, 40, 5, 20, 47];['36,966', '35,2572', '35,79', '36,5288', '34,6954', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,4892', '35,0024', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '67,3383', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '69,8872', '68,758', '69,6309', '66,0076', '68,16', '67,0193']
2019;10;5;[1, 47, 16, 10, 1, 3, 129, 5, 57, 1, 5, 0, 0, 3, 5, 0, 92, 0, 18, 0, 0, 15, 1, 11, 115, 19, 19, 51];['36,966', '35,2572', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,0024', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '68,758', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2019;10;12;[13, 0, 3, 2, 0, 0, 6, 22, 33, 0, 29, 17, 0, 11, 5, 0, 1, 29, 14, 21, 13, 0, 6, 0, 2, 2, 0, 0, 2, 6, 21, 31];['36,966', '35,2572', '35,79', '36,5288', '34,6954', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,0024', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '67,3383', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '68,758', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2019;10;19;[0, 0, 113, 13, 7, 0, 9, 55, 0, 45, 70, 0, 2, 55, 0, 0, 57, 4, 18, 0, 1, 0, 0, 13, 9, 44, 2, 2, 16];['36,966', '35,2572', '35,79', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '36,8038', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,0024', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '68,6663', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '68,758', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2019;10;26;[0, 1, 23, 6, 0, 26, 2, 14, 41, 1, 4, 1, 25, 0, 3, 0, 0, 1, 35, 2, 0, 14, 0, 0, 12, 1, 0, 30, 16, 1, 6, 9];['36,966', '35,2572', '35,79', '36,5288', '34,6954', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,0024', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '67,3383', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '68,758', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2019;11;2;[0, 3, 1, 60, 0, 1, 3, 30, 0, 17, 4, 0, 0, 14, 0, 0, 1, 6, 0, 14, 1, 11, 1, 0, 0, 10, 6, 25];['36,966', '35,2572', '35,79', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '33,6167', '32,5116', '35,0024', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '69,2837', '68,6546', '68,758', '69,6309', '66,0076', '68,16', '67,0193']
2019;11;9;[0, 63, 2, 43, 0, 7, 8, 5, 44, 5, 13, 0, 21, 9, 0, 19, 0, 0, 0, 18, 14, 0, 0, 12, 6, 4];['36,966', '35,79', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '33,6167', '32,5116', '35,7152', '32,8013', '34,2374', '32,2774'];['73,3417', '69,109', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '69,2837', '68,6546', '66,088', '66,0076', '68,16', '67,0193']
2019;11;16;[0, 0, 0, 1, 22, 0, 6, 20, 2, 10, 10, 32, 0, 55, 4, 0, 36, 6, 22, 22, 1, 2, 3, 0, 0, 0, 4, 14];['36,966', '35,2572', '35,79', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,0024', '35,7152', '36,6997', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '68,758', '66,088', '69,6309', '68,16', '67,0193']
2019;11;23;[0, 8, 0, 18, 41, 0, 8, 17, 1, 43, 1, 3, 0, 37, 0, 0, 0, 49, 25, 10, 0, 1, 8, 4, 1, 0, 0, 0, 29, 4, 4, 6];['36,966', '35,2572', '35,79', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,0024', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '68,758', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2019;11;30;[9, 7, 6, 31, 16, 29, 6, 3, 54, 3, 37, 28, 0, 5, 52, 0, 0, 19, 0, 8, 5, 1, 0, 0, 3, 21, 13, 0, 41];['35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '35,4698', '33,6167', '32,5116', '35,0024', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '71,1173', '69,2837', '68,6546', '68,758', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2019;12;7;[0, 0, 12, 8, 0, 5, 7, 52, 5, 19, 14, 2, 59, 3, 4, 0, 0, 2, 0, 0, 5, 0, 2, 23, 0, 0, 37, 10, 31];['36,966', '35,2572', '35,79', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,0024', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '68,758', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2019;12;14;[0, 3, 2, 45, 3, 7, 51, 67, 10, 21, 8, 4, 0, 22, 43, 0, 6, 5, 0, 10, 0, 10, 54, 1, 0];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '31,0757', '34,9093', '33,3768', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,6926', '69,7471', '69,8967', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2019;12;21;[1, 1, 30, 52, 7, 9, 4, 77, 81, 14, 0, 0, 93, 6, 0, 3, 14, 11, 30, 6, 0, 0, 28, 1, 13, 3, 5, 43, 0, 0];['36,966', '35,2572', '35,79', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,0024', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '68,758', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2019;12;28;[0, 2, 19, 9, 8, 56, 84, 39, 6, 5, 0, 20, 3, 2, 0, 26, 0, 1, 0, 0, 0, 3, 24, 10, 45, 13, 1, 19];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '35,0024', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,758', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2020;1;4;[12, 0, 24, 8, 37, 0, 0, 15, 3, 0, 15, 5, 0, 11, 10, 5, 2, 3, 0, 2, 6, 2, 2, 4, 5];['35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '34,5253', '31,0757', '34,9093', '35,0052', '36,8038', '34,8092', '34,3726', '30,8409', '33,6167', '32,5116', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '69,3433', '65,6926', '69,7471', '71,0407', '68,6663', '70,2703', '70,3664', '62,4753', '69,2837', '68,6546', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2020;1;11;[0, 7, 2, 1, 30, 16, 0, 3, 2, 4, 0, 0, 0, 28, 0, 2, 17, 11, 3, 5, 0, 4, 2, 4];['35,79', '36,5288', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '35,4698', '32,5116', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374'];['69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '71,1173', '68,6546', '67,7275', '66,088', '69,6309', '66,0076', '68,16']
2020;1;18;[7, 19, 0, 3, 1, 22, 0, 13, 0, 11, 1, 0, 0, 0, 0, 4, 18, 7, 0, 10, 8, 15, 0, 0];['36,966', '35,79', '36,5288', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '33,6167', '35,0024', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '69,109', '66,9116', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '69,2837', '68,758', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2020;1;25;[2, 18, 25, 80, 3, 24, 13, 9, 40, 19, 11, 3, 15, 1, 0, 42, 6, 2, 16, 0, 0, 1, 1, 2, 32, 8, 2];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2020;2;1;[8, 1, 8, 25, 10, 11, 1, 35, 8, 6, 0, 29, 0, 0, 6, 22, 0, 1, 53, 0, 0, 0, 20, 5, 28, 8, 2];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2020;2;8;[1, 4, 44, 14, 10, 0, 18, 9, 0, 18, 0, 4, 2, 13, 14, 4, 0, 3, 0, 0, 4, 14];['36,966', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '34,3726', '30,8409', '33,6167', '35,0024', '35,7152', '36,6997', '32,8013'];['73,3417', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '70,3664', '62,4753', '69,2837', '68,758', '66,088', '69,6309', '66,0076']
2020;2;15;[4, 17, 2, 3, 7, 15, 2, 22, 7, 2, 1, 34, 35, 1, 4, 22, 7, 0, 47, 0, 0, 2, 2, 18, 9, 26, 0, 7];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,0024', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '68,758', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2020;2;22;[15, 7, 0, 1, 16, 1, 0, 0, 1, 1];['36,5288', '33,1547', '34,239', '31,0757', '36,8038', '34,3726', '35,4698', '33,6167', '32,8013', '32,2774'];['66,9116', '67,7536', '62,0679', '65,6926', '68,6663', '70,3664', '71,1173', '69,2837', '66,0076', '67,0193']
2020;2;29;[0, 6, 14, 6, 1, 12, 0, 9, 22, 5, 32, 26, 0, 0, 0, 75, 6, 6, 14, 5, 9, 1, 1, 5, 6, 24, 2, 39];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '35,4698', '33,6167', '32,5116', '35,0024', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '71,1173', '69,2837', '68,6546', '68,758', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2020;3;7;[16, 0, 16, 0, 0, 1, 29, 22, 9, 2, 3, 6, 0, 0, 8, 0, 4, 8, 0, 0, 0, 1, 14, 0, 0];['35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '35,7152', '32,8013', '34,2374', '32,2774'];['63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '66,088', '66,0076', '68,16', '67,0193']
2020;3;14;[1, 22, 2, 15, 5, 14, 10, 82, 40, 11, 0, 1, 8, 10, 0, 6, 28, 3, 0, 8, 0, 0, 0, 6, 6, 8, 0, 34];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2020;3;21;[22, 22, 11, 47, 4, 3, 16, 2, 14, 0, 6, 0, 27, 60, 18, 4, 106, 0, 4, 13, 0, 2, 5, 4, 8, 8];['36,966', '35,2572', '35,79', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '34,9093', '35,0052', '36,8038', '34,8092', '33,9823', '34,3726', '30,8409', '33,6167', '32,5116', '36,6997', '32,8013', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,7471', '71,0407', '68,6663', '70,2703', '69,1949', '70,3664', '62,4753', '69,2837', '68,6546', '69,6309', '66,0076', '67,0193']
2020;3;28;[14, 16, 47, 4, 16, 12, 16, 13, 2, 37, 1, 61, 5, 6, 23, 0, 1, 0, 0, 1, 5, 7, 6, 9];['36,966', '35,2572', '35,79', '36,5288', '33,6473', '36,2086', '33,1547', '34,2063', '31,3969', '36,7115', '34,5253', '31,0757', '34,9093', '35,0052', '36,8038', '33,9823', '34,3726', '30,8409', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '66,3457', '64,7689', '67,7536', '64,5817', '64,0428', '65,9384', '69,3433', '65,6926', '69,7471', '71,0407', '68,6663', '69,1949', '70,3664', '62,4753', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2020;4;4;[46, 16, 0, 28, 19, 33, 23, 18, 47, 3, 21, 46, 4, 0, 3, 2, 8, 70, 8, 21, 1, 51, 3, 20, 2, 12, 29];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '31,0757', '34,9093', '33,3768', '35,0052', '36,8038', '34,8092', '33,9823', '30,8409', '33,6167', '32,5116', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '65,6926', '69,7471', '69,8967', '71,0407', '68,6663', '70,2703', '69,1949', '62,4753', '69,2837', '68,6546', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2020;4;11;[0, 30, 0, 9, 21, 0, 19, 2, 19, 2, 11, 1, 4, 0, 12, 4, 19, 4, 12, 0, 3, 5];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '33,3768', '36,8038', '34,8092', '33,9823', '34,3726', '33,6167', '32,5116', '35,9925', '34,2374'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,8967', '68,6663', '70,2703', '69,1949', '70,3664', '69,2837', '68,6546', '67,7275', '68,16']
2020;4;18;[0, 48, 0, 46, 3, 33, 15, 14, 18, 29, 19, 52, 0, 33, 37, 3, 4, 0, 0, 11, 27, 60, 0, 8];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '33,3768', '36,8038', '33,9823', '34,3726', '30,8409', '33,6167', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,8967', '68,6663', '69,1949', '70,3664', '62,4753', '69,2837', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2020;4;25;[17, 20, 21, 13, 28, 22, 3, 17, 5, 8, 18, 1, 26, 4, 51, 67, 5, 18, 2, 9, 7, 20, 13, 0, 8];['36,966', '35,2572', '36,5288', '33,6473', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '36,7115', '34,5253', '31,0757', '33,3768', '36,8038', '33,9823', '34,3726', '33,6167', '35,0024', '35,9925', '35,7152', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '66,9116', '66,3457', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '65,9384', '69,3433', '65,6926', '69,8967', '68,6663', '69,1949', '70,3664', '69,2837', '68,758', '67,7275', '66,088', '69,6309', '66,0076', '68,16', '67,0193']
2020;5;2;[18, 11, 7, 3, 4, 8, 23, 2, 45, 20, 7, 21, 3, 3, 5, 1, 11, 23, 3, 19, 28, 18];['36,966', '35,2572', '35,79', '36,5288', '32,4966', '36,2086', '33,1547', '34,2063', '31,3969', '34,239', '34,5253', '31,0757', '33,3768', '34,8092', '33,9823', '34,3726', '33,6167', '32,5116', '36,6997', '32,8013', '34,2374', '32,2774'];['73,3417', '63,5813', '69,109', '66,9116', '62,41', '64,7689', '67,7536', '64,5817', '64,0428', '62,0679', '69,3433', '65,6926', '69,8967', '70,2703', '69,1949', '70,3664', '69,2837', '68,6546', '69,6309', '66,0076', '68,16', '67,0193']
