asylum_location_code,gender,age_range,population,year
IDN,m,0-4,95,2018
IDN,m,5-11,160,2018
IDN,m,12-17,199,2018
IDN,m,18-59,411,2018
IDN,m,60+,14,2018
IDN,f,0-4,173,2018
IDN,f,5-11,218,2018
IDN,f,12-17,132,2018
IDN,f,18-59,666,2018
IDN,f,60+,31,2018
IDN,m,0-4,217,2018
IDN,m,5-11,230,2018
IDN,m,12-17,210,2018
IDN,m,18-59,4181,2018
IDN,m,60+,40,2018
IND,f,0-4,360,2018
IND,f,5-11,639,2018
IND,f,12-17,552,2018
IND,f,18-59,2176,2018
IND,f,60+,141,2018
IND,m,0-4,405,2018
IND,m,5-11,701,2018
IND,m,12-17,569,2018
IND,m,18-59,2165,2018
IND,m,60+,156,2018
IND,f,0-4,185,2018
IND,f,5-11,457,2018
IND,f,12-17,471,2018
IND,f,18-59,2202,2018
IND,f,60+,220,2018
IND,m,0-4,207,2018
IND,m,5-11,523,2018
IND,m,12-17,503,2018
IND,m,18-59,1975,2018
IND,m,60+,241,2018
IRL,f,0-4,0,2018
IRL,f,5-11,0,2018
IRL,f,12-17,6,2018
IRL,f,18-59,11,2018
IRL,f,60+,0,2018
IRL,m,0-4,0,2018
IRL,m,5-11,5,2018
IRL,m,12-17,13,2018
IRL,m,18-59,113,2018
IRL,m,60+,0,2018
IRL,f,0-4,0,2018
IRL,f,5-11,0,2018
IRL,f,12-17,0,2018
IRL,f,18-59,13,2018
IRL,f,60+,0,2018
IRL,m,0-4,0,2018
IRL,m,5-11,0,2018
IRL,m,12-17,7,2018
IRL,m,18-59,269,2018
IRL,m,60+,0,2018
IRN,f,0-4,1811,2018
IRN,f,5-11,2504,2018
IRN,f,12-17,2750,2018
IRN,f,18-59,6195,2018
IRN,f,60+,626,2018
IRN,m,0-4,1920,2018
IRN,m,5-11,2524,2018
IRN,m,12-17,2865,2018
IRN,m,18-59,6794,2018
IRN,m,60+,897,2018
IRQ,f,0-4,0,2018
IRQ,f,5-11,5,2018
IRQ,f,12-17,12,2018
IRQ,f,18-59,13,2018
IRQ,f,60+,6,2018
IRQ,m,0-4,0,2018
IRQ,m,5-11,6,2018
IRQ,m,12-17,10,2018
IRQ,m,18-59,9,2018
IRQ,m,60+,5,2018
IRQ,f,0-4,0,2018
IRQ,f,5-11,6,2018
IRQ,f,12-17,0,2018
IRQ,f,18-59,0,2018
IRQ,f,60+,0,2018
IRQ,m,0-4,0,2018
IRQ,m,5-11,0,2018
IRQ,m,12-17,0,2018
IRQ,m,18-59,6,2018
IRQ,m,60+,0,2018
ISL,f,0-4,0,2018
ISL,f,5-11,0,2018
ISL,f,12-17,0,2018
ISL,f,18-59,0,2018
ISL,f,60+,0,2018
ISL,m,0-4,0,2018
ISL,m,5-11,0,2018
ISL,m,12-17,0,2018
ISL,m,18-59,0,2018
ISL,m,60+,0,2018
ISL,f,0-4,0,2018
ISL,f,5-11,0,2018
ISL,f,12-17,0,2018
ISL,f,18-59,0,2018
ISL,f,60+,0,2018
ISL,m,0-4,0,2018
ISL,m,5-11,0,2018
ISL,m,12-17,0,2018
ISL,m,18-59,0,2018
ISL,m,60+,0,2018
ITA,f,0-4,0,2018
ITA,f,5-11,0,2018
ITA,f,12-17,0,2018
ITA,f,18-59,0,2018
ITA,f,60+,0,2018
ITA,m,0-4,0,2018
ITA,m,5-11,0,2018
ITA,m,12-17,0,2018
ITA,m,18-59,0,2018
ITA,m,60+,0,2018
ITA,f,0-4,0,2018
ITA,f,5-11,0,2018
ITA,f,12-17,0,2018
ITA,f,18-59,0,2018
ITA,f,60+,0,2018
ITA,m,0-4,0,2018
ITA,m,5-11,0,2018
ITA,m,12-17,0,2018
ITA,m,18-59,0,2018
ITA,m,60+,0,2018
JOR,f,0-4,0,2018
JOR,f,5-11,0,2018
JOR,f,12-17,0,2018
JOR,f,18-59,0,2018
JOR,f,60+,0,2018
JOR,m,0-4,0,2018
JOR,m,5-11,0,2018
JOR,m,12-17,0,2018
JOR,m,18-59,10,2018
JOR,m,60+,0,2018
JOR,f,0-4,0,2018
JOR,f,5-11,0,2018
JOR,f,12-17,0,2018
JOR,f,18-59,0,2018
JOR,f,60+,0,2018
JOR,m,0-4,0,2018
JOR,m,5-11,0,2018
JOR,m,12-17,0,2018
JOR,m,18-59,8,2018
JOR,m,60+,0,2018
JPN,f,0-4,0,2018
JPN,f,5-11,0,2018
JPN,f,12-17,0,2018
JPN,f,18-59,0,2018
JPN,f,60+,0,2018
JPN,m,0-4,0,2018
JPN,m,5-11,0,2018
JPN,m,12-17,0,2018
JPN,m,18-59,0,2018
JPN,m,60+,0,2018
KAZ,f,0-4,11,2018
KAZ,f,5-11,10,2018
KAZ,f,12-17,7,2018
KAZ,f,18-59,42,2018
KAZ,f,60+,0,2018
KAZ,m,0-4,6,2018
KAZ,m,5-11,12,2018
KAZ,m,12-17,6,2018
KAZ,m,18-59,65,2018
KAZ,m,60+,5,2018
KAZ,f,0-4,18,2018
KAZ,f,5-11,29,2018
KAZ,f,12-17,39,2018
KAZ,f,18-59,164,2018
KAZ,f,60+,11,2018
KAZ,m,0-4,16,2018
KAZ,m,5-11,47,2018
KAZ,m,12-17,35,2018
KAZ,m,18-59,165,2018
KAZ,m,60+,14,2018
KEN,f,0-4,0,2018
KEN,f,5-11,0,2018
KEN,f,12-17,0,2018
KEN,f,18-59,0,2018
KEN,f,60+,0,2018
KEN,m,0-4,0,2018
KEN,m,5-11,0,2018
KEN,m,12-17,0,2018
KEN,m,18-59,10,2018
KEN,m,60+,0,2018
KEN,f,0-4,0,2018
KEN,f,5-11,0,2018
KEN,f,12-17,0,2018
KEN,f,18-59,0,2018
KEN,f,60+,0,2018
KEN,m,0-4,0,2018
KEN,m,5-11,0,2018
KEN,m,12-17,8,2018
KEN,m,18-59,0,2018
KEN,m,60+,0,2018
KGZ,f,0-4,0,2018
KGZ,f,5-11,7,2018
KGZ,f,12-17,0,2018
KGZ,f,18-59,6,2018
KGZ,f,60+,0,2018
KGZ,m,0-4,0,2018
KGZ,m,5-11,5,2018
KGZ,m,12-17,0,2018
KGZ,m,18-59,16,2018
KGZ,m,60+,0,2018
KGZ,f,0-4,12,2018
KGZ,f,5-11,11,2018
KGZ,f,12-17,11,2018
KGZ,f,18-59,60,2018
KGZ,f,60+,5,2018
KGZ,m,0-4,16,2018
KGZ,m,5-11,15,2018
KGZ,m,12-17,17,2018
KGZ,m,18-59,76,2018
KGZ,m,60+,0,2018
KOR,f,0-4,0,2018
KOR,f,5-11,0,2018
KOR,f,12-17,0,2018
KOR,f,18-59,0,2018
KOR,f,60+,0,2018
KOR,m,0-4,0,2018
KOR,m,5-11,0,2018
KOR,m,12-17,0,2018
KOR,m,18-59,25,2018
KOR,m,60+,0,2018
KOR,f,0-4,0,2018
KOR,f,5-11,0,2018
KOR,f,12-17,12,2018
KOR,f,18-59,0,2018
KOR,f,60+,0,2018
KOR,m,0-4,0,2018
KOR,m,5-11,5,2018
KOR,m,12-17,5,2018
KOR,m,18-59,16,2018
KOR,m,60+,0,2018
LBN,f,0-4,0,2018
LBN,f,5-11,0,2018
LBN,f,12-17,0,2018
LBN,f,18-59,0,2018
LBN,f,60+,0,2018
LBN,m,0-4,0,2018
LBN,m,5-11,0,2018
LBN,m,12-17,0,2018
LBN,m,18-59,6,2018
LBN,m,60+,0,2018
LBN,f,0-4,0,2018
LBN,f,5-11,0,2018
LBN,f,12-17,0,2018
LBN,f,18-59,5,2018
LBN,f,60+,0,2018
LBN,m,0-4,0,2018
LBN,m,5-11,5,2018
LBN,m,12-17,0,2018
LBN,m,18-59,0,2018
LBN,m,60+,7,2018
LBY,f,0-4,0,2018
LBY,f,5-11,0,2018
LBY,f,12-17,0,2018
LBY,f,18-59,5,2018
LBY,f,60+,0,2018
LBY,m,0-4,0,2018
LBY,m,5-11,0,2018
LBY,m,12-17,0,2018
LBY,m,18-59,6,2018
LBY,m,60+,0,2018
LIE,f,0-4,0,2018
LIE,f,5-11,0,2018
LIE,f,12-17,0,2018
LIE,f,18-59,0,2018
LIE,f,60+,0,2018
LIE,m,0-4,0,2018
LIE,m,5-11,0,2018
LIE,m,12-17,0,2018
LIE,m,18-59,0,2018
LIE,m,60+,0,2018
LKA,f,0-4,5,2018
LKA,f,5-11,0,2018
LKA,f,12-17,0,2018
LKA,f,18-59,7,2018
LKA,f,60+,0,2018
LKA,m,0-4,0,2018
LKA,m,5-11,12,2018
LKA,m,12-17,0,2018
LKA,m,18-59,10,2018
LKA,m,60+,0,2018
LKA,f,0-4,8,2018
LKA,f,5-11,7,2018
LKA,f,12-17,12,2018
LKA,f,18-59,31,2018
LKA,f,60+,0,2018
LKA,m,0-4,7,2018
LKA,m,5-11,21,2018
LKA,m,12-17,0,2018
LKA,m,18-59,60,2018
LKA,m,60+,0,2018
LTU,f,0-4,0,2018
LTU,f,5-11,0,2018
LTU,f,12-17,0,2018
LTU,f,18-59,0,2018
LTU,f,60+,0,2018
LTU,m,0-4,0,2018
LTU,m,5-11,0,2018
LTU,m,12-17,0,2018
LTU,m,18-59,0,2018
LTU,m,60+,0,2018
LTU,f,0-4,0,2018
LTU,f,5-11,0,2018
LTU,f,12-17,0,2018
LTU,f,18-59,0,2018
LTU,f,60+,0,2018
LTU,m,0-4,0,2018
LTU,m,5-11,0,2018
LTU,m,12-17,0,2018
LTU,m,18-59,0,2018
LTU,m,60+,0,2018
LUX,f,0-4,0,2018
LUX,f,5-11,0,2018
LUX,f,12-17,0,2018
LUX,f,18-59,0,2018
LUX,f,60+,0,2018
LUX,m,0-4,0,2018
LUX,m,5-11,0,2018
LUX,m,12-17,0,2018
LUX,m,18-59,0,2018
LUX,m,60+,0,2018
LUX,f,0-4,0,2018
LUX,f,5-11,0,2018
LUX,f,12-17,0,2018
LUX,f,18-59,0,2018
LUX,f,60+,0,2018
LUX,m,0-4,0,2018
LUX,m,5-11,0,2018
LUX,m,12-17,0,2018
LUX,m,18-59,0,2018
LUX,m,60+,0,2018
LVA,f,0-4,0,2018
LVA,f,5-11,0,2018
LVA,f,12-17,0,2018
LVA,f,18-59,0,2018
LVA,f,60+,0,2018
LVA,m,0-4,0,2018
LVA,m,5-11,0,2018
LVA,m,12-17,0,2018
LVA,m,18-59,0,2018
LVA,m,60+,0,2018
MAR,f,0-4,0,2018
MAR,f,5-11,0,2018
MAR,f,12-17,0,2018
MAR,f,18-59,0,2018
MAR,f,60+,0,2018
MAR,m,0-4,0,2018
MAR,m,5-11,0,2018
MAR,m,12-17,0,2018
MAR,m,18-59,5,2018
MAR,m,60+,0,2018
MAR,f,0-4,0,2018
MAR,f,5-11,0,2018
MAR,f,12-17,0,2018
MAR,f,18-59,0,2018
MAR,f,60+,0,2018
MAR,m,0-4,0,2018
MAR,m,5-11,0,2018
MAR,m,12-17,0,2018
MAR,m,18-59,5,2018
MAR,m,60+,0,2018
MDA,f,0-4,0,2018
MDA,f,5-11,0,2018
MDA,f,12-17,0,2018
MDA,f,18-59,0,2018
MDA,f,60+,0,2018
MDA,m,0-4,0,2018
MDA,m,5-11,0,2018
MDA,m,12-17,6,2018
MDA,m,18-59,0,2018
MDA,m,60+,0,2018
MDA,f,0-4,0,2018
MDA,f,5-11,0,2018
MDA,f,12-17,0,2018
MDA,f,18-59,5,2018
MDA,f,60+,0,2018
MDA,m,0-4,0,2018
MDA,m,5-11,5,2018
MDA,m,12-17,0,2018
MDA,m,18-59,8,2018
MDA,m,60+,0,2018
MDG,f,0-4,0,2018
MDG,f,5-11,0,2018
MDG,f,12-17,0,2018
MDG,f,18-59,0,2018
MDG,f,60+,0,2018
MDG,m,0-4,0,2018
MDG,m,5-11,0,2018
MDG,m,12-17,0,2018
MDG,m,18-59,5,2018
MDG,m,60+,0,2018
MKD,f,0-4,0,2018
MKD,f,5-11,5,2018
MKD,f,12-17,0,2018
MKD,f,18-59,0,2018
MKD,f,60+,0,2018
MKD,m,0-4,0,2018
MKD,m,5-11,0,2018
MKD,m,12-17,0,2018
MKD,m,18-59,0,2018
MKD,m,60+,0,2018
MLT,f,0-4,0,2018
MLT,f,5-11,0,2018
MLT,f,12-17,0,2018
MLT,f,18-59,0,2018
MLT,f,60+,0,2018
MLT,m,0-4,0,2018
MLT,m,5-11,0,2018
MLT,m,12-17,0,2018
MLT,m,18-59,0,2018
MLT,m,60+,0,2018
MNG,f,0-4,0,2018
MNG,f,5-11,0,2018
MNG,f,12-17,0,2018
MNG,f,18-59,0,2018
MNG,f,60+,0,2018
MNG,m,0-4,0,2018
MNG,m,5-11,0,2018
MNG,m,12-17,0,2018
MNG,m,18-59,5,2018
MNG,m,60+,0,2018
MRT,f,0-4,0,2018
MRT,f,5-11,0,2018
MRT,f,12-17,0,2018
MRT,f,18-59,0,2018
MRT,f,60+,0,2018
MRT,m,0-4,0,2018
MRT,m,5-11,0,2018
MRT,m,12-17,8,2018
MRT,m,18-59,0,2018
MRT,m,60+,0,2018
MYS,f,0-4,50,2018
MYS,f,5-11,74,2018
MYS,f,12-17,88,2018
MYS,f,18-59,254,2018
MYS,f,60+,13,2018
MYS,m,0-4,59,2018
MYS,m,5-11,96,2018
MYS,m,12-17,83,2018
MYS,m,18-59,345,2018
MYS,m,60+,8,2018
MYS,f,0-4,40,2018
MYS,f,5-11,52,2018
MYS,f,12-17,24,2018
MYS,f,18-59,187,2018
MYS,f,60+,6,2018
MYS,m,0-4,28,2018
MYS,m,5-11,60,2018
MYS,m,12-17,53,2018
MYS,m,18-59,191,2018
MYS,m,60+,6,2018
NGA,f,0-4,0,2018
NGA,f,5-11,0,2018
NGA,f,12-17,0,2018
NGA,f,18-59,0,2018
NGA,f,60+,0,2018
NGA,m,0-4,0,2018
NGA,m,5-11,0,2018
NGA,m,12-17,0,2018
NGA,m,18-59,5,2018
NGA,m,60+,0,2018
NLD,f,0-4,0,2018
NLD,f,5-11,0,2018
NLD,f,12-17,0,2018
NLD,f,18-59,0,2018
NLD,f,60+,0,2018
NLD,m,0-4,0,2018
NLD,m,5-11,0,2018
NLD,m,12-17,0,2018
NLD,m,18-59,0,2018
NLD,m,60+,0,2018
NLD,f,0-4,0,2018
NLD,f,5-11,0,2018
NLD,f,12-17,0,2018
NLD,f,18-59,0,2018
NLD,f,60+,0,2018
NLD,m,0-4,0,2018
NLD,m,5-11,0,2018
NLD,m,12-17,0,2018
NLD,m,18-59,0,2018
NLD,m,60+,0,2018
NOR,f,0-4,0,2018
NOR,f,5-11,0,2018
NOR,f,12-17,0,2018
NOR,f,18-59,0,2018
NOR,f,60+,0,2018
NOR,m,0-4,0,2018
NOR,m,5-11,0,2018
NOR,m,12-17,0,2018
NOR,m,18-59,0,2018
NOR,m,60+,0,2018
NOR,f,0-4,0,2018
NOR,f,5-11,0,2018
NOR,f,12-17,0,2018
NOR,f,18-59,0,2018
NOR,f,60+,0,2018
NOR,m,0-4,0,2018
NOR,m,5-11,0,2018
NOR,m,12-17,0,2018
NOR,m,18-59,0,2018
NOR,m,60+,0,2018
NPL,f,0-4,0,2018
NPL,f,5-11,5,2018
NPL,f,12-17,6,2018
NPL,f,18-59,15,2018
NPL,f,60+,0,2018
NPL,m,0-4,0,2018
NPL,m,5-11,6,2018
NPL,m,12-17,6,2018
NPL,m,18-59,17,2018
NPL,m,60+,0,2018
NRU,f,0-4,0,2018
NRU,f,5-11,0,2018
NRU,f,12-17,0,2018
NRU,f,18-59,0,2018
NRU,f,60+,0,2018
NRU,m,0-4,0,2018
NRU,m,5-11,0,2018
NRU,m,12-17,0,2018
NRU,m,18-59,0,2018
NRU,m,60+,0,2018
NRU,f,0-4,0,2018
NRU,f,5-11,0,2018
NRU,f,12-17,0,2018
NRU,f,18-59,0,2018
NRU,f,60+,0,2018
NRU,m,0-4,0,2018
NRU,m,5-11,0,2018
NRU,m,12-17,0,2018
NRU,m,18-59,0,2018
NRU,m,60+,0,2018
NZL,f,0-4,0,2018
NZL,f,5-11,0,2018
NZL,f,12-17,0,2018
NZL,f,18-59,0,2018
NZL,f,60+,0,2018
NZL,m,0-4,0,2018
NZL,m,5-11,0,2018
NZL,m,12-17,0,2018
NZL,m,18-59,0,2018
NZL,m,60+,0,2018
NZL,f,0-4,0,2018
NZL,f,5-11,0,2018
NZL,f,12-17,0,2018
NZL,f,18-59,0,2018
NZL,f,60+,0,2018
NZL,m,0-4,0,2018
NZL,m,5-11,0,2018
NZL,m,12-17,0,2018
NZL,m,18-59,0,2018
NZL,m,60+,0,2018
PAK,f,0-4,362,2018
PAK,f,5-11,540,2018
PAK,f,12-17,427,2018
PAK,f,18-59,1285,2018
PAK,f,60+,56,2018
PAK,m,0-4,329,2018
PAK,m,5-11,650,2018
PAK,m,12-17,477,2018
PAK,m,18-59,838,2018
PAK,m,60+,48,2018
PAK,f,0-4,79321,2018
PAK,f,5-11,145957,2018
PAK,f,12-17,102855,2018
PAK,f,18-59,298172,2018
PAK,f,60+,24715,2018
PAK,m,0-4,83570,2018
PAK,m,5-11,156092,2018
PAK,m,12-17,109075,2018
PAK,m,18-59,361376,2018
PAK,m,60+,42388,2018
PAN,f,0-4,0,2018
PAN,f,5-11,0,2018
PAN,f,12-17,0,2018
PAN,f,18-59,0,2018
PAN,f,60+,0,2018
PAN,m,0-4,0,2018
PAN,m,5-11,0,2018
PAN,m,12-17,0,2018
PAN,m,18-59,0,2018
PAN,m,60+,0,2018
PAN,f,0-4,0,2018
PAN,f,5-11,0,2018
PAN,f,12-17,0,2018
PAN,f,18-59,0,2018
PAN,f,60+,0,2018
PAN,m,0-4,0,2018
PAN,m,5-11,0,2018
PAN,m,12-17,0,2018
PAN,m,18-59,0,2018
PAN,m,60+,0,2018
PHL,f,0-4,0,2018
PHL,f,5-11,0,2018
PHL,f,12-17,0,2018
PHL,f,18-59,0,2018
PHL,f,60+,0,2018
PHL,m,0-4,0,2018
PHL,m,5-11,6,2018
PHL,m,12-17,0,2018
PHL,m,18-59,0,2018
PHL,m,60+,0,2018
PHL,f,0-4,0,2018
PHL,f,5-11,0,2018
PHL,f,12-17,0,2018
PHL,f,18-59,0,2018
PHL,f,60+,0,2018
PHL,m,0-4,0,2018
PHL,m,5-11,0,2018
PHL,m,12-17,0,2018
PHL,m,18-59,14,2018
PHL,m,60+,0,2018
PNG,f,0-4,0,2018
PNG,f,5-11,0,2018
PNG,f,12-17,0,2018
PNG,f,18-59,0,2018
PNG,f,60+,0,2018
PNG,m,0-4,0,2018
PNG,m,5-11,0,2018
PNG,m,12-17,0,2018
PNG,m,18-59,0,2018
PNG,m,60+,0,2018
PNG,f,0-4,0,2018
PNG,f,5-11,0,2018
PNG,f,12-17,0,2018
PNG,f,18-59,0,2018
PNG,f,60+,0,2018
PNG,m,0-4,0,2018
PNG,m,5-11,0,2018
PNG,m,12-17,0,2018
PNG,m,18-59,0,2018
PNG,m,60+,0,2018
POL,f,0-4,0,2018
POL,f,5-11,0,2018
POL,f,12-17,0,2018
POL,f,18-59,0,2018
POL,f,60+,0,2018
POL,m,0-4,0,2018
POL,m,5-11,0,2018
POL,m,12-17,0,2018
POL,m,18-59,0,2018
POL,m,60+,0,2018
POL,f,0-4,0,2018
POL,f,5-11,0,2018
POL,f,12-17,0,2018
POL,f,18-59,0,2018
POL,f,60+,0,2018
POL,m,0-4,0,2018
POL,m,5-11,0,2018
POL,m,12-17,0,2018
POL,m,18-59,0,2018
POL,m,60+,0,2018
PRT,f,0-4,0,2018
PRT,f,5-11,0,2018
PRT,f,12-17,0,2018
PRT,f,18-59,0,2018
PRT,f,60+,0,2018
PRT,m,0-4,0,2018
PRT,m,5-11,0,2018
PRT,m,12-17,0,2018
PRT,m,18-59,0,2018
PRT,m,60+,0,2018
PRT,f,0-4,0,2018
PRT,f,5-11,0,2018
PRT,f,12-17,0,2018
PRT,f,18-59,0,2018
PRT,f,60+,0,2018
PRT,m,0-4,0,2018
PRT,m,5-11,0,2018
PRT,m,12-17,0,2018
PRT,m,18-59,0,2018
PRT,m,60+,0,2018
ROU,f,0-4,0,2018
ROU,f,5-11,0,2018
ROU,f,12-17,0,2018
ROU,f,18-59,0,2018
ROU,f,60+,0,2018
ROU,m,0-4,0,2018
ROU,m,5-11,0,2018
ROU,m,12-17,0,2018
ROU,m,18-59,0,2018
ROU,m,60+,0,2018
ROU,f,0-4,0,2018
ROU,f,5-11,0,2018
ROU,f,12-17,9,2018
ROU,f,18-59,16,2018
ROU,f,60+,0,2018
ROU,m,0-4,5,2018
ROU,m,5-11,5,2018
ROU,m,12-17,15,2018
ROU,m,18-59,105,2018
ROU,m,60+,0,2018
RUS,f,0-4,0,2018
RUS,f,5-11,0,2018
RUS,f,12-17,0,2018
RUS,f,18-59,0,2018
RUS,f,60+,0,2018
RUS,m,0-4,0,2018
RUS,m,5-11,0,2018
RUS,m,12-17,0,2018
RUS,m,18-59,0,2018
RUS,m,60+,0,2018
RUS,f,0-4,0,2018
RUS,f,5-11,0,2018
RUS,f,12-17,0,2018
RUS,f,18-59,0,2018
RUS,f,60+,0,2018
RUS,m,0-4,0,2018
RUS,m,5-11,0,2018
RUS,m,12-17,0,2018
RUS,m,18-59,0,2018
RUS,m,60+,0,2018
SDN,f,0-4,0,2018
SDN,f,5-11,0,2018
SDN,f,12-17,0,2018
SDN,f,18-59,0,2018
SDN,f,60+,0,2018
SDN,m,0-4,0,2018
SDN,m,5-11,0,2018
SDN,m,12-17,0,2018
SDN,m,18-59,0,2018
SDN,m,60+,0,2018
SDN,f,0-4,0,2018
SDN,f,5-11,0,2018
SDN,f,12-17,0,2018
SDN,f,18-59,0,2018
SDN,f,60+,0,2018
SDN,m,0-4,0,2018
SDN,m,5-11,0,2018
SDN,m,12-17,0,2018
SDN,m,18-59,0,2018
SDN,m,60+,0,2018
SEN,f,0-4,0,2018
SEN,f,5-11,0,2018
SEN,f,12-17,0,2018
SEN,f,18-59,0,2018
SEN,f,60+,0,2018
SEN,m,0-4,0,2018
SEN,m,5-11,0,2018
SEN,m,12-17,0,2018
SEN,m,18-59,9,2018
SEN,m,60+,0,2018
SRB,f,0-4,0,2018
SRB,f,5-11,0,2018
SRB,f,12-17,0,2018
SRB,f,18-59,0,2018
SRB,f,60+,0,2018
SRB,m,0-4,0,2018
SRB,m,5-11,0,2018
SRB,m,12-17,0,2018
SRB,m,18-59,0,2018
SRB,m,60+,0,2018
SRB,f,0-4,0,2018
SRB,f,5-11,0,2018
SRB,f,12-17,0,2018
SRB,f,18-59,0,2018
SRB,f,60+,0,2018
SRB,m,0-4,0,2018
SRB,m,5-11,0,2018
SRB,m,12-17,0,2018
SRB,m,18-59,0,2018
SRB,m,60+,0,2018
SVK,f,0-4,0,2018
SVK,f,5-11,0,2018
SVK,f,12-17,0,2018
SVK,f,18-59,0,2018
SVK,f,60+,0,2018
SVK,m,0-4,0,2018
SVK,m,5-11,0,2018
SVK,m,12-17,0,2018
SVK,m,18-59,0,2018
SVK,m,60+,0,2018
SVN,f,0-4,0,2018
SVN,f,5-11,0,2018
SVN,f,12-17,0,2018
SVN,f,18-59,0,2018
SVN,f,60+,0,2018
SVN,m,0-4,0,2018
SVN,m,5-11,0,2018
SVN,m,12-17,0,2018
SVN,m,18-59,0,2018
SVN,m,60+,0,2018
SVN,f,0-4,0,2018
SVN,f,5-11,6,2018
SVN,f,12-17,0,2018
SVN,f,18-59,0,2018
SVN,f,60+,0,2018
SVN,m,0-4,0,2018
SVN,m,5-11,5,2018
SVN,m,12-17,10,2018
SVN,m,18-59,20,2018
SVN,m,60+,0,2018
SWE,f,0-4,0,2018
SWE,f,5-11,0,2018
SWE,f,12-17,0,2018
SWE,f,18-59,0,2018
SWE,f,60+,0,2018
SWE,m,0-4,0,2018
SWE,m,5-11,0,2018
SWE,m,12-17,0,2018
SWE,m,18-59,0,2018
SWE,m,60+,0,2018
SWE,f,0-4,0,2018
SWE,f,5-11,0,2018
SWE,f,12-17,0,2018
SWE,f,18-59,0,2018
SWE,f,60+,0,2018
SWE,m,0-4,0,2018
SWE,m,5-11,0,2018
SWE,m,12-17,0,2018
SWE,m,18-59,0,2018
SWE,m,60+,0,2018
SYR,f,0-4,0,2018
SYR,f,5-11,0,2018
SYR,f,12-17,5,2018
SYR,f,18-59,0,2018
SYR,f,60+,0,2018
SYR,m,0-4,0,2018
SYR,m,5-11,0,2018
SYR,m,12-17,0,2018
SYR,m,18-59,5,2018
SYR,m,60+,0,2018
SYR,f,0-4,57,2018
SYR,f,5-11,67,2018
SYR,f,12-17,88,2018
SYR,f,18-59,363,2018
SYR,f,60+,25,2018
SYR,m,0-4,60,2018
SYR,m,5-11,83,2018
SYR,m,12-17,89,2018
SYR,m,18-59,344,2018
SYR,m,60+,53,2018
THA,f,0-4,0,2018
THA,f,5-11,0,2018
THA,f,12-17,0,2018
THA,f,18-59,6,2018
THA,f,60+,0,2018
THA,m,0-4,0,2018
THA,m,5-11,0,2018
THA,m,12-17,0,2018
THA,m,18-59,5,2018
THA,m,60+,0,2018
THA,f,0-4,11,2018
THA,f,5-11,10,2018
THA,f,12-17,8,2018
THA,f,18-59,24,2018
THA,f,60+,0,2018
THA,m,0-4,7,2018
THA,m,5-11,5,2018
THA,m,12-17,17,2018
THA,m,18-59,54,2018
THA,m,60+,0,2018
TJK,f,0-4,0,2018
TJK,f,5-11,0,2018
TJK,f,12-17,0,2018
TJK,f,18-59,0,2018
TJK,f,60+,0,2018
TJK,m,0-4,0,2018
TJK,m,5-11,0,2018
TJK,m,12-17,0,2018
TJK,m,18-59,0,2018
TJK,m,60+,0,2018
TJK,f,0-4,0,2018
TJK,f,5-11,0,2018
TJK,f,12-17,0,2018
TJK,f,18-59,0,2018
TJK,f,60+,0,2018
TJK,m,0-4,0,2018
TJK,m,5-11,0,2018
TJK,m,12-17,0,2018
TJK,m,18-59,0,2018
TJK,m,60+,0,2018
TKM,f,0-4,0,2018
TKM,f,5-11,0,2018
TKM,f,12-17,0,2018
TKM,f,18-59,7,2018
TKM,f,60+,0,2018
TKM,m,0-4,0,2018
TKM,m,5-11,0,2018
TKM,m,12-17,0,2018
TKM,m,18-59,7,2018
TKM,m,60+,0,2018
TUR,f,0-4,6061,2018
TUR,f,5-11,8647,2018
TUR,f,12-17,5367,2018
TUR,f,18-59,23441,2018
TUR,f,60+,949,2018
TUR,m,0-4,6530,2018
TUR,m,5-11,9895,2018
TUR,m,12-17,8265,2018
TUR,m,18-59,94637,2018
TUR,m,60+,1121,2018
TUR,f,0-4,287,2018
TUR,f,5-11,509,2018
TUR,f,12-17,520,2018
TUR,f,18-59,1871,2018
TUR,f,60+,53,2018
TUR,m,0-4,300,2018
TUR,m,5-11,573,2018
TUR,m,12-17,623,2018
TUR,m,18-59,1784,2018
TUR,m,60+,86,2018
UKR,f,0-4,26,2018
UKR,f,5-11,53,2018
UKR,f,12-17,36,2018
UKR,f,18-59,240,2018
UKR,f,60+,25,2018
UKR,m,0-4,19,2018
UKR,m,5-11,52,2018
UKR,m,12-17,45,2018
UKR,m,18-59,2372,2018
UKR,m,60+,37,2018
UKR,f,0-4,0,2018
UKR,f,5-11,0,2018
UKR,f,12-17,0,2018
UKR,f,18-59,0,2018
UKR,f,60+,0,2018
UKR,m,0-4,0,2018
UKR,m,5-11,0,2018
UKR,m,12-17,0,2018
UKR,m,18-59,0,2018
UKR,m,60+,0,2018
USA,f,0-4,0,2018
USA,f,5-11,0,2018
USA,f,12-17,0,2018
USA,f,18-59,0,2018
USA,f,60+,0,2018
USA,m,0-4,0,2018
USA,m,5-11,0,2018
USA,m,12-17,0,2018
USA,m,18-59,0,2018
USA,m,60+,0,2018
USA,f,0-4,0,2018
USA,f,5-11,0,2018
USA,f,12-17,0,2018
USA,f,18-59,0,2018
USA,f,60+,0,2018
USA,m,0-4,0,2018
USA,m,5-11,0,2018
USA,m,12-17,0,2018
