year,country_name,total_population,gender,age_range,population
2001,Pakistan,1509034,f,0-4,122591.0
2001,Pakistan,1509034,f,5-11,174858.0
2001,Pakistan,1509034,f,12-17,149878.0
2001,Pakistan,1509034,f,18-59,327785.0
2001,Pakistan,1509034,f,60+,23976.0
2001,Pakistan,1509034,m,0-4,120689.0
2001,Pakistan,1509034,m,5-11,174524.0
2001,Pakistan,1509034,m,12-17,149590.0
2001,Pakistan,1509034,m,18-59,236912.0
2001,Pakistan,1509034,m,60+,28231.0
2001,Iran,1482000,f,0-4,68918.0
2001,Iran,1482000,f,5-11,127037.0
2001,Iran,1482000,f,12-17,108889.0
2001,Iran,1482000,f,18-59,248624.0
2001,Iran,1482000,f,60+,16065.0
2001,Iran,1482000,m,0-4,73877.0
2001,Iran,1482000,m,5-11,145845.0
2001,Iran,1482000,m,12-17,125010.0
2001,Iran,1482000,m,18-59,539272.0
2001,Iran,1482000,m,60+,28463.0
2001,India,11972,f,0-4,0.0
2001,India,11972,f,5-11,0.0
2001,India,11972,f,12-17,0.0
2001,India,11972,f,18-59,0.0
2001,India,11972,f,60+,0.0
2001,India,11972,m,0-4,0.0
2001,India,11972,m,5-11,0.0
2001,India,11972,m,12-17,0.0
2001,India,11972,m,18-59,0.0
2001,India,11972,m,60+,0.0
2001,India,11972,f,0-4,185.0
2001,India,11972,f,5-11,1198.0
2001,India,11972,f,12-17,1027.0
2001,India,11972,f,18-59,3469.0
2001,India,11972,f,60+,318.0
2001,India,11972,m,0-4,248.0
2001,India,11972,m,5-11,1241.0
2001,India,11972,m,12-17,1063.0
2001,India,11972,m,18-59,2881.0
2001,India,11972,m,60+,342.0
2001,Tajikistan,4397,f,0-4,0.0
2001,Tajikistan,4397,f,5-11,0.0
2001,Tajikistan,4397,f,12-17,0.0
2001,Tajikistan,4397,f,18-59,0.0
2001,Tajikistan,4397,f,60+,0.0
2001,Tajikistan,4397,m,0-4,0.0
2001,Tajikistan,4397,m,5-11,0.0
2001,Tajikistan,4397,m,12-17,0.0
2001,Tajikistan,4397,m,18-59,0.0
2001,Tajikistan,4397,m,60+,0.0
2001,Tajikistan,4397,f,0-4,188.0
2001,Tajikistan,4397,f,5-11,385.0
2001,Tajikistan,4397,f,12-17,329.0
2001,Tajikistan,4397,f,18-59,607.0
2001,Tajikistan,4397,f,60+,90.0
2001,Tajikistan,4397,m,0-4,363.0
2001,Tajikistan,4397,m,5-11,593.0
2001,Tajikistan,4397,m,12-17,508.0
2001,Tajikistan,4397,m,18-59,1095.0
2001,Tajikistan,4397,m,60+,239.0
2001,Uzbekistan,3885,f,0-4,47.0
2001,Uzbekistan,3885,f,5-11,125.0
2001,Uzbekistan,3885,f,12-17,107.0
2001,Uzbekistan,3885,f,18-59,248.0
2001,Uzbekistan,3885,f,60+,12.0
2001,Uzbekistan,3885,m,0-4,47.0
2001,Uzbekistan,3885,m,5-11,132.0
2001,Uzbekistan,3885,m,12-17,114.0
2001,Uzbekistan,3885,m,18-59,469.0
2001,Uzbekistan,3885,m,60+,15.0
2001,Uzbekistan,3885,f,0-4,79.0
2001,Uzbekistan,3885,f,5-11,292.0
2001,Uzbekistan,3885,f,12-17,252.0
2001,Uzbekistan,3885,f,18-59,580.0
2001,Uzbekistan,3885,f,60+,16.0
2001,Uzbekistan,3885,m,0-4,93.0
2001,Uzbekistan,3885,m,5-11,314.0
2001,Uzbekistan,3885,m,12-17,270.0
2001,Uzbekistan,3885,m,18-59,645.0
2001,Uzbekistan,3885,m,60+,28.0
2002,Pakistan,1226569,f,0-4,100629.0
2002,Pakistan,1226569,f,5-11,143189.0
2002,Pakistan,1226569,f,12-17,122734.0
2002,Pakistan,1226569,f,18-59,263478.0
2002,Pakistan,1226569,f,60+,19486.0
2002,Pakistan,1226569,m,0-4,98099.0
2002,Pakistan,1226569,m,5-11,141385.0
2002,Pakistan,1226569,m,12-17,121188.0
2002,Pakistan,1226569,m,18-59,193438.0
2002,Pakistan,1226569,m,60+,22943.0
2002,India,11371,f,0-4,0.0
2002,India,11371,f,5-11,0.0
2002,India,11371,f,12-17,0.0
2002,India,11371,f,18-59,0.0
2002,India,11371,f,60+,0.0
2002,India,11371,m,0-4,0.0
2002,India,11371,m,5-11,0.0
2002,India,11371,m,12-17,0.0
2002,India,11371,m,18-59,0.0
2002,India,11371,m,60+,0.0
2002,India,11371,f,0-4,193.0
2002,India,11371,f,5-11,1087.0
2002,India,11371,f,12-17,931.0
2002,India,11371,f,18-59,3415.0
2002,India,11371,f,60+,321.0
2002,India,11371,m,0-4,226.0
2002,India,11371,m,5-11,1131.0
2002,India,11371,m,12-17,970.0
2002,India,11371,m,18-59,2747.0
2002,India,11371,m,60+,350.0
2002,Uzbekistan,3671,f,0-4,44.0
2002,Uzbekistan,3671,f,5-11,121.0
2002,Uzbekistan,3671,f,12-17,103.0
2002,Uzbekistan,3671,f,18-59,186.0
2002,Uzbekistan,3671,f,60+,31.0
2002,Uzbekistan,3671,m,0-4,43.0
2002,Uzbekistan,3671,m,5-11,94.0
2002,Uzbekistan,3671,m,12-17,81.0
2002,Uzbekistan,3671,m,18-59,326.0
2002,Uzbekistan,3671,m,60+,31.0
2002,Uzbekistan,3671,f,0-4,61.0
2002,Uzbekistan,3671,f,5-11,273.0
2002,Uzbekistan,3671,f,12-17,233.0
2002,Uzbekistan,3671,f,18-59,635.0
2002,Uzbekistan,3671,f,60+,16.0
2002,Uzbekistan,3671,m,0-4,72.0
2002,Uzbekistan,3671,m,5-11,305.0
2002,Uzbekistan,3671,m,12-17,263.0
2002,Uzbekistan,3671,m,18-59,725.0
2002,Uzbekistan,3671,m,60+,28.0
2002,Ukraine,1572,f,0-4,40.0
2002,Ukraine,1572,f,5-11,100.0
2002,Ukraine,1572,f,12-17,86.0
2002,Ukraine,1572,f,18-59,187.0
2002,Ukraine,1572,f,60+,20.0
2002,Ukraine,1572,m,0-4,36.0
2002,Ukraine,1572,m,5-11,124.0
2002,Ukraine,1572,m,12-17,106.0
2002,Ukraine,1572,m,18-59,852.0
2002,Ukraine,1572,m,60+,21.0
2002,Turkmenistan,1263,f,0-4,47.0
2002,Turkmenistan,1263,f,5-11,108.0
2002,Turkmenistan,1263,f,12-17,96.0
2002,Turkmenistan,1263,f,18-59,290.0
2002,Turkmenistan,1263,f,60+,15.0
2002,Turkmenistan,1263,m,0-4,84.0
2002,Turkmenistan,1263,m,5-11,125.0
2002,Turkmenistan,1263,m,12-17,109.0
2002,Turkmenistan,1263,m,18-59,341.0
2002,Turkmenistan,1263,m,60+,48.0
2003,Pakistan,1123647,f,0-4,0.0
2003,Pakistan,1123647,f,5-11,0.0
2003,Pakistan,1123647,f,12-17,0.0
2003,Pakistan,1123647,f,18-59,0.0
2003,Pakistan,1123647,f,60+,0.0
2003,Pakistan,1123647,m,0-4,0.0
2003,Pakistan,1123647,m,5-11,0.0
2003,Pakistan,1123647,m,12-17,0.0
2003,Pakistan,1123647,m,18-59,0.0
2003,Pakistan,1123647,m,60+,0.0
2003,Pakistan,1123647,f,0-4,92591.0
2003,Pakistan,1123647,f,5-11,129841.0
2003,Pakistan,1123647,f,12-17,111294.0
2003,Pakistan,1123647,f,18-59,238886.0
2003,Pakistan,1123647,f,60+,22472.0
2003,Pakistan,1123647,m,0-4,89893.0
2003,Pakistan,1123647,m,5-11,127058.0
2003,Pakistan,1123647,m,12-17,108908.0
2003,Pakistan,1123647,m,18-59,180455.0
2003,Pakistan,1123647,m,60+,22249.0
2003,Iran,829261,f,0-4,33170.0
2003,Iran,829261,f,5-11,32142.0
2003,Iran,829261,f,12-17,100541.0
2003,Iran,829261,f,18-59,140975.0
2003,Iran,829261,f,60+,8293.0
2003,Iran,829261,m,0-4,41464.0
2003,Iran,829261,m,5-11,36369.0
2003,Iran,829261,m,12-17,112898.0
2003,Iran,829261,m,18-59,306824.0
2003,Iran,829261,m,60+,16585.0
2003,India,10283,f,0-4,0.0
2003,India,10283,f,5-11,0.0
2003,India,10283,f,12-17,0.0
2003,India,10283,f,18-59,0.0
2003,India,10283,f,60+,0.0
2003,India,10283,m,0-4,0.0
2003,India,10283,m,5-11,0.0
2003,India,10283,m,12-17,0.0
2003,India,10283,m,18-59,0.0
2003,India,10283,m,60+,0.0
2003,India,10283,f,0-4,162.0
2003,India,10283,f,5-11,928.0
2003,India,10283,f,12-17,795.0
2003,India,10283,f,18-59,3274.0
2003,India,10283,f,60+,324.0
2003,India,10283,m,0-4,181.0
2003,India,10283,m,5-11,974.0
2003,India,10283,m,12-17,834.0
2003,India,10283,m,18-59,2490.0
2003,India,10283,m,60+,321.0
2003,Uzbekistan,3369,f,0-4,52.0
2003,Uzbekistan,3369,f,5-11,86.0
2003,Uzbekistan,3369,f,12-17,70.0
2003,Uzbekistan,3369,f,18-59,162.0
2003,Uzbekistan,3369,f,60+,36.0
2003,Uzbekistan,3369,m,0-4,41.0
2003,Uzbekistan,3369,m,5-11,77.0
2003,Uzbekistan,3369,m,12-17,66.0
2003,Uzbekistan,3369,m,18-59,304.0
2003,Uzbekistan,3369,m,60+,34.0
2003,Uzbekistan,3369,f,0-4,69.0
2003,Uzbekistan,3369,f,5-11,256.0
2003,Uzbekistan,3369,f,12-17,220.0
2003,Uzbekistan,3369,f,18-59,572.0
2003,Uzbekistan,3369,f,60+,22.0
2003,Uzbekistan,3369,m,0-4,89.0
2003,Uzbekistan,3369,m,5-11,279.0
2003,Uzbekistan,3369,m,12-17,238.0
2003,Uzbekistan,3369,m,18-59,670.0
2003,Uzbekistan,3369,m,60+,26.0
2003,Ukraine,1642,f,0-4,0.0
2003,Ukraine,1642,f,5-11,0.0
2003,Ukraine,1642,f,12-17,5.0
2003,Ukraine,1642,f,18-59,13.0
2003,Ukraine,1642,f,60+,0.0
2003,Ukraine,1642,m,0-4,0.0
2003,Ukraine,1642,m,5-11,6.0
2003,Ukraine,1642,m,12-17,7.0
2003,Ukraine,1642,m,18-59,101.0
2003,Ukraine,1642,m,60+,0.0
2003,Ukraine,1642,f,0-4,38.0
2003,Ukraine,1642,f,5-11,97.0
2003,Ukraine,1642,f,12-17,84.0
2003,Ukraine,1642,f,18-59,190.0
2003,Ukraine,1642,f,60+,17.0
2003,Ukraine,1642,m,0-4,31.0
2003,Ukraine,1642,m,5-11,121.0
2003,Ukraine,1642,m,12-17,103.0
2003,Ukraine,1642,m,18-59,814.0
2003,Ukraine,1642,m,60+,15.0
2004,Pakistan,960041,f,0-4,0.0
2004,Pakistan,960041,f,5-11,0.0
2004,Pakistan,960041,f,12-17,0.0
2004,Pakistan,960041,f,18-59,0.0
2004,Pakistan,960041,f,60+,0.0
2004,Pakistan,960041,m,0-4,0.0
2004,Pakistan,960041,m,5-11,0.0
2004,Pakistan,960041,m,12-17,0.0
2004,Pakistan,960041,m,18-59,0.0
2004,Pakistan,960041,m,60+,0.0
2004,Pakistan,960041,f,0-4,78774.0
2004,Pakistan,960041,f,5-11,111502.0
2004,Pakistan,960041,f,12-17,95574.0
2004,Pakistan,960041,f,18-59,202345.0
2004,Pakistan,960041,f,60+,20280.0
2004,Pakistan,960041,m,0-4,76652.0
2004,Pakistan,960041,m,5-11,109350.0
2004,Pakistan,960041,m,12-17,93729.0
2004,Pakistan,960041,m,18-59,154047.0
2004,Pakistan,960041,m,60+,17788.0
2004,Iran,952826,f,0-4,0.0
2004,Iran,952826,f,5-11,0.0
2004,Iran,952826,f,12-17,0.0
2004,Iran,952826,f,18-59,6.0
2004,Iran,952826,f,60+,0.0
2004,Iran,952826,m,0-4,0.0
2004,Iran,952826,m,5-11,0.0
2004,Iran,952826,m,12-17,0.0
2004,Iran,952826,m,18-59,18.0
2004,Iran,952826,m,60+,0.0
2004,Iran,952826,f,0-4,31495.0
2004,Iran,952826,f,5-11,44526.0
2004,Iran,952826,f,12-17,139274.0
2004,Iran,952826,f,18-59,194180.0
2004,Iran,952826,f,60+,11426.0
2004,Iran,952826,m,0-4,33853.0
2004,Iran,952826,m,5-11,49405.0
2004,Iran,952826,m,12-17,153362.0
2004,Iran,952826,m,18-59,275828.0
2004,Iran,952826,m,60+,19453.0
2004,India,9761,f,0-4,0.0
2004,India,9761,f,5-11,0.0
2004,India,9761,f,12-17,0.0
2004,India,9761,f,18-59,0.0
2004,India,9761,f,60+,0.0
2004,India,9761,m,0-4,0.0
2004,India,9761,m,5-11,0.0
2004,India,9761,m,12-17,0.0
2004,India,9761,m,18-59,0.0
2004,India,9761,m,60+,0.0
2004,India,9761,f,0-4,148.0
2004,India,9761,f,5-11,808.0
2004,India,9761,f,12-17,693.0
2004,India,9761,f,18-59,3287.0
2004,India,9761,f,60+,321.0
2004,India,9761,m,0-4,187.0
2004,India,9761,m,5-11,876.0
2004,India,9761,m,12-17,750.0
2004,India,9761,m,18-59,2381.0
2004,India,9761,m,60+,310.0
2004,Uzbekistan,2732,f,0-4,18.0
2004,Uzbekistan,2732,f,5-11,35.0
2004,Uzbekistan,2732,f,12-17,30.0
2004,Uzbekistan,2732,f,18-59,119.0
2004,Uzbekistan,2732,f,60+,6.0
2004,Uzbekistan,2732,m,0-4,12.0
2004,Uzbekistan,2732,m,5-11,34.0
2004,Uzbekistan,2732,m,12-17,24.0
2004,Uzbekistan,2732,m,18-59,142.0
2004,Uzbekistan,2732,m,60+,6.0
2004,Uzbekistan,2732,f,0-4,57.0
2004,Uzbekistan,2732,f,5-11,226.0
2004,Uzbekistan,2732,f,12-17,196.0
2004,Uzbekistan,2732,f,18-59,570.0
2004,Uzbekistan,2732,f,60+,29.0
2004,Uzbekistan,2732,m,0-4,75.0
2004,Uzbekistan,2732,m,5-11,243.0
2004,Uzbekistan,2732,m,12-17,209.0
2004,Uzbekistan,2732,m,18-59,672.0
2004,Uzbekistan,2732,m,60+,29.0
2004,Ukraine,1290,f,0-4,0.0
2004,Ukraine,1290,f,5-11,0.0
2004,Ukraine,1290,f,12-17,0.0
2004,Ukraine,1290,f,18-59,0.0
2004,Ukraine,1290,f,60+,0.0
2004,Ukraine,1290,m,0-4,0.0
2004,Ukraine,1290,m,5-11,0.0
2004,Ukraine,1290,m,12-17,0.0
2004,Ukraine,1290,m,18-59,0.0
2004,Ukraine,1290,m,60+,0.0
2004,Ukraine,1290,f,0-4,27.0
2004,Ukraine,1290,f,5-11,75.0
2004,Ukraine,1290,f,12-17,65.0
2004,Ukraine,1290,f,18-59,193.0
2004,Ukraine,1290,f,60+,17.0
2004,Ukraine,1290,m,0-4,21.0
2004,Ukraine,1290,m,5-11,87.0
2004,Ukraine,1290,m,12-17,75.0
2004,Ukraine,1290,m,18-59,712.0
2004,Ukraine,1290,m,60+,18.0
2005,Iran,920304,f,0-4,0.0
2005,Iran,920304,f,5-11,5.0
2005,Iran,920304,f,12-17,15.0
2005,Iran,920304,f,18-59,12.0
2005,Iran,920304,f,60+,0.0
2005,Iran,920304,m,0-4,6.0
2005,Iran,920304,m,5-11,0.0
2005,Iran,920304,m,12-17,0.0
2005,Iran,920304,m,18-59,18.0
2005,Iran,920304,m,60+,0.0
2005,Iran,920304,f,0-4,18932.0
2005,Iran,920304,f,5-11,44332.0
2005,Iran,920304,f,12-17,138662.0
2005,Iran,920304,f,18-59,192197.0
2005,Iran,920304,f,60+,9204.0
2005,Iran,920304,m,0-4,19196.0
2005,Iran,920304,m,5-11,49071.0
2005,Iran,920304,m,12-17,152329.0
2005,Iran,920304,m,18-59,277920.0
2005,Iran,920304,m,60+,18405.0
2005,India,9720,f,0-4,0.0
2005,India,9720,f,5-11,0.0
2005,India,9720,f,12-17,5.0
2005,India,9720,f,18-59,5.0
2005,India,9720,f,60+,0.0
2005,India,9720,m,0-4,0.0
2005,India,9720,m,5-11,5.0
2005,India,9720,m,12-17,0.0
2005,India,9720,m,18-59,5.0
2005,India,9720,m,60+,0.0
2005,India,9720,f,0-4,162.0
2005,India,9720,f,5-11,739.0
2005,India,9720,f,12-17,633.0
2005,India,9720,f,18-59,3416.0
2005,India,9720,f,60+,315.0
2005,India,9720,m,0-4,186.0
2005,India,9720,m,5-11,825.0
2005,India,9720,m,12-17,708.0
2005,India,9720,m,18-59,2416.0
2005,India,9720,m,60+,300.0
2005,Uzbekistan,2339,f,0-4,20.0
2005,Uzbekistan,2339,f,5-11,43.0
2005,Uzbekistan,2339,f,12-17,37.0
2005,Uzbekistan,2339,f,18-59,128.0
2005,Uzbekistan,2339,f,60+,7.0
2005,Uzbekistan,2339,m,0-4,15.0
2005,Uzbekistan,2339,m,5-11,41.0
2005,Uzbekistan,2339,m,12-17,34.0
2005,Uzbekistan,2339,m,18-59,194.0
2005,Uzbekistan,2339,m,60+,15.0
2005,Uzbekistan,2339,f,0-4,31.0
2005,Uzbekistan,2339,f,5-11,180.0
2005,Uzbekistan,2339,f,12-17,156.0
2005,Uzbekistan,2339,f,18-59,479.0
2005,Uzbekistan,2339,f,60+,20.0
2005,Uzbekistan,2339,m,0-4,53.0
2005,Uzbekistan,2339,m,5-11,184.0
2005,Uzbekistan,2339,m,12-17,159.0
2005,Uzbekistan,2339,m,18-59,516.0
2005,Uzbekistan,2339,m,60+,27.0
2005,Ukraine,1424,f,0-4,5.0
2005,Ukraine,1424,f,5-11,6.0
2005,Ukraine,1424,f,12-17,5.0
2005,Ukraine,1424,f,18-59,23.0
2005,Ukraine,1424,f,60+,0.0
2005,Ukraine,1424,m,0-4,0.0
2005,Ukraine,1424,m,5-11,11.0
2005,Ukraine,1424,m,12-17,9.0
2005,Ukraine,1424,m,18-59,152.0
2005,Ukraine,1424,m,60+,0.0
2005,Ukraine,1424,f,0-4,14.0
2005,Ukraine,1424,f,5-11,75.0
2005,Ukraine,1424,f,12-17,64.0
2005,Ukraine,1424,f,18-59,198.0
2005,Ukraine,1424,f,60+,20.0
2005,Ukraine,1424,m,0-4,12.0
2005,Ukraine,1424,m,5-11,77.0
2005,Ukraine,1424,m,12-17,66.0
2005,Ukraine,1424,m,18-59,667.0
2005,Ukraine,1424,m,60+,20.0
2005,Kazakhstan,760,f,0-4,77.0
2005,Kazakhstan,760,f,5-11,43.0
2005,Kazakhstan,760,f,12-17,37.0
2005,Kazakhstan,760,f,18-59,156.0
2005,Kazakhstan,760,f,60+,15.0
2005,Kazakhstan,760,m,0-4,93.0
2005,Kazakhstan,760,m,5-11,50.0
2005,Kazakhstan,760,m,12-17,43.0
2005,Kazakhstan,760,m,18-59,241.0
2005,Kazakhstan,760,m,60+,5.0
2006,Iran,914786,f,0-4,24.0
2006,Iran,914786,f,5-11,58.0
2006,Iran,914786,f,12-17,49.0
2006,Iran,914786,f,18-59,123.0
2006,Iran,914786,f,60+,0.0
2006,Iran,914786,m,0-4,36.0
2006,Iran,914786,m,5-11,61.0
2006,Iran,914786,m,12-17,48.0
2006,Iran,914786,m,18-59,122.0
2006,Iran,914786,m,60+,5.0
2006,Iran,914786,f,0-4,32349.0
2006,Iran,914786,f,5-11,111685.0
2006,Iran,914786,f,12-17,8060.0
2006,Iran,914786,f,18-59,202036.0
2006,Iran,914786,f,60+,11888.0
2006,Iran,914786,m,0-4,34535.0
2006,Iran,914786,m,5-11,121070.0
2006,Iran,914786,m,12-17,89819.0
2006,Iran,914786,m,18-59,282660.0
2006,Iran,914786,m,60+,20158.0
2006,India,9609,f,0-4,5.0
2006,India,9609,f,5-11,10.0
2006,India,9609,f,12-17,8.0
2006,India,9609,f,18-59,40.0
2006,India,9609,f,60+,0.0
2006,India,9609,m,0-4,9.0
2006,India,9609,m,5-11,9.0
2006,India,9609,m,12-17,14.0
2006,India,9609,m,18-59,42.0
2006,India,9609,m,60+,0.0
2006,India,9609,f,0-4,199.0
2006,India,9609,f,5-11,408.0
2006,India,9609,f,12-17,927.0
2006,India,9609,f,18-59,3338.0
2006,India,9609,f,60+,300.0
2006,India,9609,m,0-4,220.0
2006,India,9609,m,5-11,524.0
2006,India,9609,m,12-17,948.0
2006,India,9609,m,18-59,2333.0
2006,India,9609,m,60+,275.0
2006,Pakistan,2091,f,0-4,135.0
2006,Pakistan,2091,f,5-11,270.0
2006,Pakistan,2091,f,12-17,144.0
2006,Pakistan,2091,f,18-59,414.0
2006,Pakistan,2091,f,60+,20.0
2006,Pakistan,2091,m,0-4,137.0
2006,Pakistan,2091,m,5-11,293.0
2006,Pakistan,2091,m,12-17,170.0
2006,Pakistan,2091,m,18-59,466.0
2006,Pakistan,2091,m,60+,42.0
2006,Pakistan,2091,f,0-4,0.0
2006,Pakistan,2091,f,5-11,0.0
2006,Pakistan,2091,f,12-17,0.0
2006,Pakistan,2091,f,18-59,0.0
2006,Pakistan,2091,f,60+,0.0
2006,Pakistan,2091,m,0-4,0.0
2006,Pakistan,2091,m,5-11,0.0
2006,Pakistan,2091,m,12-17,0.0
2006,Pakistan,2091,m,18-59,0.0
2006,Pakistan,2091,m,60+,0.0
2006,Turkmenistan,710,f,0-4,36.0
2006,Turkmenistan,710,f,5-11,74.0
2006,Turkmenistan,710,f,12-17,61.0
2006,Turkmenistan,710,f,18-59,159.0
2006,Turkmenistan,710,f,60+,16.0
2006,Turkmenistan,710,m,0-4,35.0
2006,Turkmenistan,710,m,5-11,63.0
2006,Turkmenistan,710,m,12-17,59.0
2006,Turkmenistan,710,m,18-59,188.0
2006,Turkmenistan,710,m,60+,19.0
2006,Syrian Arab Republic,654,f,0-4,12.0
2006,Syrian Arab Republic,654,f,5-11,27.0
2006,Syrian Arab Republic,654,f,12-17,31.0
2006,Syrian Arab Republic,654,f,18-59,66.0
2006,Syrian Arab Republic,654,f,60+,0.0
2006,Syrian Arab Republic,654,m,0-4,16.0
2006,Syrian Arab Republic,654,m,5-11,44.0
2006,Syrian Arab Republic,654,m,12-17,42.0
2006,Syrian Arab Republic,654,m,18-59,112.0
2006,Syrian Arab Republic,654,m,60+,5.0
2006,Syrian Arab Republic,654,f,0-4,14.0
2006,Syrian Arab Republic,654,f,5-11,26.0
2006,Syrian Arab Republic,654,f,12-17,28.0
2006,Syrian Arab Republic,654,f,18-59,71.0
2006,Syrian Arab Republic,654,f,60+,8.0
2006,Syrian Arab Republic,654,m,0-4,11.0
2006,Syrian Arab Republic,654,m,5-11,32.0
2006,Syrian Arab Republic,654,m,12-17,22.0
2006,Syrian Arab Republic,654,m,18-59,71.0
2006,Syrian Arab Republic,654,m,60+,16.0
2007,Pakistan,886666,f,0-4,0.0
2007,Pakistan,886666,f,5-11,0.0
2007,Pakistan,886666,f,12-17,0.0
2007,Pakistan,886666,f,18-59,0.0
2007,Pakistan,886666,f,60+,0.0
2007,Pakistan,886666,m,0-4,0.0
2007,Pakistan,886666,m,5-11,0.0
2007,Pakistan,886666,m,12-17,0.0
2007,Pakistan,886666,m,18-59,0.0
2007,Pakistan,886666,m,60+,0.0
2007,Pakistan,886666,f,0-4,39470.0
2007,Pakistan,886666,f,5-11,110048.0
2007,Pakistan,886666,f,12-17,65010.0
2007,Pakistan,886666,f,18-59,184393.0
2007,Pakistan,886666,f,60+,10725.0
2007,Pakistan,886666,m,0-4,41540.0
2007,Pakistan,886666,m,5-11,117812.0
2007,Pakistan,886666,m,12-17,78713.0
2007,Pakistan,886666,m,18-59,217420.0
2007,Pakistan,886666,m,60+,21535.0
2007,India,9701,f,0-4,47.0
2007,India,9701,f,5-11,63.0
2007,India,9701,f,12-17,41.0
2007,India,9701,f,18-59,144.0
2007,India,9701,f,60+,15.0
2007,India,9701,m,0-4,44.0
2007,India,9701,m,5-11,65.0
2007,India,9701,m,12-17,55.0
2007,India,9701,m,18-59,199.0
2007,India,9701,m,60+,17.0
2007,India,9701,f,0-4,212.0
2007,India,9701,f,5-11,389.0
2007,India,9701,f,12-17,845.0
2007,India,9701,f,18-59,3183.0
2007,India,9701,f,60+,304.0
2007,India,9701,m,0-4,228.0
2007,India,9701,m,5-11,517.0
2007,India,9701,m,12-17,854.0
2007,India,9701,m,18-59,2221.0
2007,India,9701,m,60+,258.0
2007,Switzerland,1021,f,0-4,9.0
2007,Switzerland,1021,f,5-11,12.0
2007,Switzerland,1021,f,12-17,5.0
2007,Switzerland,1021,f,18-59,28.0
2007,Switzerland,1021,f,60+,0.0
2007,Switzerland,1021,m,0-4,13.0
2007,Switzerland,1021,m,5-11,13.0
2007,Switzerland,1021,m,12-17,22.0
2007,Switzerland,1021,m,18-59,149.0
2007,Switzerland,1021,m,60+,0.0
2007,Switzerland,1021,f,0-4,31.0
2007,Switzerland,1021,f,5-11,59.0
2007,Switzerland,1021,f,12-17,46.0
2007,Switzerland,1021,f,18-59,141.0
2007,Switzerland,1021,f,60+,23.0
2007,Switzerland,1021,m,0-4,21.0
2007,Switzerland,1021,m,5-11,55.0
2007,Switzerland,1021,m,12-17,56.0
2007,Switzerland,1021,m,18-59,322.0
2007,Switzerland,1021,m,60+,16.0
2007,Türkiye,913,f,0-4,22.0
2007,Türkiye,913,f,5-11,53.0
2007,Türkiye,913,f,12-17,55.0
2007,Türkiye,913,f,18-59,149.0
2007,Türkiye,913,f,60+,0.0
2007,Türkiye,913,m,0-4,30.0
2007,Türkiye,913,m,5-11,62.0
2007,Türkiye,913,m,12-17,84.0
2007,Türkiye,913,m,18-59,246.0
2007,Türkiye,913,m,60+,0.0
2007,Türkiye,913,f,0-4,0.0
2007,Türkiye,913,f,5-11,16.0
2007,Türkiye,913,f,12-17,37.0
2007,Türkiye,913,f,18-59,40.0
2007,Türkiye,913,f,60+,0.0
2007,Türkiye,913,m,0-4,5.0
2007,Türkiye,913,m,5-11,12.0
2007,Türkiye,913,m,12-17,49.0
2007,Türkiye,913,m,18-59,53.0
2007,Türkiye,913,m,60+,0.0
2007,Syrian Arab Republic,689,f,0-4,11.0
2007,Syrian Arab Republic,689,f,5-11,27.0
2007,Syrian Arab Republic,689,f,12-17,47.0
2007,Syrian Arab Republic,689,f,18-59,100.0
2007,Syrian Arab Republic,689,f,60+,0.0
2007,Syrian Arab Republic,689,m,0-4,20.0
2007,Syrian Arab Republic,689,m,5-11,43.0
2007,Syrian Arab Republic,689,m,12-17,58.0
2007,Syrian Arab Republic,689,m,18-59,152.0
2007,Syrian Arab Republic,689,m,60+,5.0
2007,Syrian Arab Republic,689,f,0-4,5.0
2007,Syrian Arab Republic,689,f,5-11,13.0
2007,Syrian Arab Republic,689,f,12-17,22.0
2007,Syrian Arab Republic,689,f,18-59,58.0
2007,Syrian Arab Republic,689,f,60+,8.0
2007,Syrian Arab Republic,689,m,0-4,5.0
2007,Syrian Arab Republic,689,m,5-11,16.0
2007,Syrian Arab Republic,689,m,12-17,24.0
2007,Syrian Arab Republic,689,m,18-59,62.0
2007,Syrian Arab Republic,689,m,60+,13.0
2008,Iran,937170,f,0-4,0.0
2008,Iran,937170,f,5-11,130.0
2008,Iran,937170,f,12-17,152.0
2008,Iran,937170,f,18-59,415.0
2008,Iran,937170,f,60+,24.0
2008,Iran,937170,m,0-4,0.0
2008,Iran,937170,m,5-11,138.0
2008,Iran,937170,m,12-17,169.0
2008,Iran,937170,m,18-59,508.0
2008,Iran,937170,m,60+,39.0
2008,Iran,937170,f,0-4,26.0
2008,Iran,937170,f,5-11,77229.0
2008,Iran,937170,f,12-17,90474.0
2008,Iran,937170,f,18-59,246387.0
2008,Iran,937170,f,60+,14388.0
2008,Iran,937170,m,0-4,26.0
2008,Iran,937170,m,5-11,86010.0
2008,Iran,937170,m,12-17,96634.0
2008,Iran,937170,m,18-59,301487.0
2008,Iran,937170,m,60+,22934.0
2008,Pakistan,767470,f,0-4,178.0
2008,Pakistan,767470,f,5-11,312.0
2008,Pakistan,767470,f,12-17,188.0
2008,Pakistan,767470,f,18-59,462.0
2008,Pakistan,767470,f,60+,59.0
2008,Pakistan,767470,m,0-4,181.0
2008,Pakistan,767470,m,5-11,339.0
2008,Pakistan,767470,m,12-17,217.0
2008,Pakistan,767470,m,18-59,511.0
